property_id,zip_code,school_district,sqft,bedrooms,bathrooms,age_years,garage_spaces,price
P02534,10006,8,1564.6,4,4,4,1,292014.73
P02535,10025,4,2261.8,1,1,1,2,523215.35
P02536,10030,6,924.9,2,2,28,1,215846.37
P02537,10010,4,1139.2,2,1,24,0,284377.59
P02538,10015,10,1685.9,4,3,80,1,326194.57
P02539,10016,5,1423.8,3,4,21,0,221410.17
P02540,10015,10,1653.1,2,1,26,2,306517.68
P02541,10009,10,1168.1,3,2,74,0,226292.65
P02542,10030,15,1907.2,3,2,69,1,337061.8
P02543,10029,6,1725.4,3,3,4,3,388147.74
P02544,10012,15,2074.6,4,2,6,2,505383.01
P02545,10025,7,1900.2,2,3,7,3,456068.35
P02546,10012,11,1903.3,3,3,37,1,470528.07
P02547,10024,10,1076.8,5,1,46,3,363689.58
P02548,10018,13,2046.3,2,3,28,2,507838.12
P02549,10015,8,1634.6,2,3,1,2,324710.6
P02550,10004,12,1716.7,1,4,16,2,366345.44
P02551,10020,6,2324.1,5,3,49,2,506917.58
P02552,10010,8,1440.3,5,4,30,0,285836.05
P02553,10007,8,2475.6,5,2,10,1,506139.93
P02554,10006,11,2522.2,2,3,52,2,435308.56
P02555,10030,10,2176.4,3,4,49,1,399642.77
P02556,10004,2,1309.7,2,1,39,3,304661.95
P02557,10024,13,800.0,5,3,76,2,338004.1
P02558,10026,12,2339.4,3,4,68,0,320722.15
P02559,10001,2,1855.7,3,3,3,2,353615.41
P02560,10018,15,1427.4,3,4,73,2,394540.35
P02561,10018,10,2386.8,5,2,4,1,576317.02
P02562,10011,2,1369.2,5,4,39,3,363113.52
P02563,10021,8,1587.9,5,3,73,1,338148.51
P02564,10013,13,2062.4,3,2,79,0,368924.93
P02565,10014,5,1243.2,5,1,1,0,185234.41
P02566,10013,14,1745.3,6,1,5,3,384613.04
P02567,10025,7,2344.6,4,2,19,1,495351.77
P02568,10019,4,1905.6,5,4,22,1,513117.78
P02569,10012,6,2423.7,6,2,22,1,600877.84
P02570,10028,8,2366.8,6,2,33,2,477903.95
P02571,10025,11,1803.9,2,2,25,2,472583.04
P02572,10028,14,800.0,5,2,47,3,314723.6
P02573,10022,3,1247.1,3,4,69,3,332825.64
P02574,10012,15,2181.7,1,2,44,3,466009.09
P02575,10024,8,1024.9,3,2,26,1,275896.66
P02576,10010,2,1636.7,6,3,46,2,336164.89
P02577,10009,14,1969.2,6,3,50,1,446863.8
P02578,10014,6,2534.8,5,2,72,2,478088.84
P02579,10030,10,1512.5,6,1,76,2,323058.52
P02580,10018,11,1478.3,4,3,22,1,423525.32
P02581,10012,1,1773.8,5,3,74,3,360158.77
P02582,10014,4,1975.5,1,3,66,1,373963.33
P02583,10009,11,1722.9,2,3,10,3,382318.28
P02584,10020,5,2324.6,2,3,45,3,393627.11
P02585,10011,1,1400.4,6,4,12,0,359662.11
P02586,10017,1,1860.1,4,1,39,1,274830.16
P02587,10012,13,2022.6,6,1,3,1,506162.84
P02588,10010,3,1599.9,3,4,24,3,327729.11
P02589,10030,2,2219.9,3,4,47,2,386887.08
P02590,10011,9,1874.5,5,2,24,0,464959.62
P02591,10003,2,2194.4,4,3,0,3,367127.91
P02592,10012,10,1897.1,3,2,31,0,417220.59
P02593,10016,9,1988.2,2,4,43,1,333434.2
P02594,10003,10,1483.8,4,2,61,0,221268.39
P02595,10010,8,1484.6,1,4,11,0,238394.29
P02596,10005,12,2412.2,2,2,38,2,438904.64
P02597,10016,10,2117.8,1,2,16,0,319604.47
P02598,10022,7,1288.5,1,3,12,0,277593.01
P02599,10030,1,1890.4,2,2,9,3,327811.49
P02600,10012,5,800.0,1,1,61,1,157379.75
P02601,10026,2,1513.0,1,1,74,2,170472.53
P02602,10007,1,2280.5,5,4,53,3,487999.76
P02603,10024,5,1737.4,2,2,30,0,347450.12
P02604,10017,4,1859.0,4,1,76,3,371395.0
P02605,10023,2,800.0,1,4,40,0,163783.49
P02606,10023,5,1603.9,6,4,42,3,382836.42
P02607,10016,8,1969.1,2,2,51,1,263699.63
P02608,10008,3,2032.6,5,3,53,0,381748.39
P02609,10016,5,2281.2,4,4,39,0,329331.99
P02610,10025,1,1694.9,5,1,38,1,365588.19
P02611,10030,1,1717.2,4,2,25,2,283081.84
P02612,10028,3,1133.9,4,3,55,2,293329.91
P02613,10006,7,1697.7,5,3,54,2,251681.81
P02614,10018,10,1169.2,5,2,35,0,339338.88
P02615,10004,12,876.1,3,1,57,3,236253.75
P02616,10021,10,1257.4,6,4,11,1,343350.43
P02617,10030,10,2554.3,6,3,33,0,513873.83
P02618,10002,15,1664.7,5,4,79,3,316309.35
P02619,10020,4,1909.9,6,2,59,3,429030.39
P02620,10029,12,1543.3,1,3,58,0,191953.87
P02621,10026,15,904.7,4,2,69,1,162920.58
P02622,10012,9,2268.1,4,2,49,3,515438.17
P02623,10004,13,800.0,6,3,53,2,362109.32
P02624,10028,3,1522.6,1,4,38,0,330606.31
P02625,10028,14,1772.7,5,4,66,2,474977.8
P02626,10018,9,1915.2,1,3,57,0,411842.34
P02627,10030,4,1436.8,3,1,42,1,321888.26
P02628,10001,1,881.0,5,3,10,0,212041.14
P02629,10019,11,1399.5,2,4,65,2,398716.11
P02630,10002,7,1425.6,6,2,26,3,235108.15
P02631,10029,5,1413.5,6,3,29,0,211573.59
P02632,10021,6,2285.0,1,2,10,2,459778.53
P02633,10028,15,1193.2,2,1,17,0,317335.66
P02634,10017,7,1950.5,1,3,10,3,308747.96
P02635,10003,2,1879.1,5,2,7,0,311210.58
P02636,10001,5,2280.2,6,3,1,1,439394.79
P02637,10011,3,1733.4,4,3,23,0,393495.18
P02638,10023,11,2195.6,1,4,61,3,462653.04
P02639,10005,13,1713.9,2,4,69,0,368454.09
P02640,10026,13,2017.2,1,3,18,2,346997.74
P02641,10008,10,1048.5,3,1,34,0,194657.17
P02642,10015,12,800.0,5,3,67,2,190125.17
P02643,10007,7,1988.8,1,4,57,3,367135.21
P02644,10014,10,2015.6,6,2,73,3,393614.01
P02645,10014,2,2037.8,2,3,34,0,299822.2
P02646,10001,9,1537.5,4,4,13,3,402934.19
P02647,10018,9,2544.9,5,2,11,1,569858.7
P02648,10024,1,1570.1,4,2,57,2,325837.25
P02649,10029,9,2010.4,3,2,2,3,383491.59
P02650,10010,11,2097.3,3,4,37,0,466412.32
P02651,10027,6,2659.4,3,2,28,1,474960.49
P02652,10027,9,1641.5,2,2,74,3,272532.12
P02653,10030,5,1473.4,2,3,80,0,191518.92
P02654,10012,5,1050.9,5,3,39,1,280475.45
P02655,10026,2,2576.2,6,4,46,2,436739.98
P02656,10017,5,2010.7,6,4,30,3,348576.97
P02657,10002,13,2026.5,2,4,62,1,345457.58
P02658,10009,15,3358.4,2,4,23,1,612974.13
P02659,10021,10,1962.5,1,2,60,3,341946.19
P02660,10005,10,1148.8,2,2,73,0,240066.93
P02661,10014,10,1702.0,4,3,13,1,347060.97
P02662,10024,8,1312.6,2,3,18,1,303682.34
P02663,10005,7,1602.1,5,3,30,1,327620.98
P02664,10015,10,1598.7,1,1,67,2,265162.8
P02665,10007,12,1506.5,3,1,51,0,309737.58
P02666,10017,7,1103.4,2,1,15,1,173324.19
P02667,10008,9,2596.3,3,2,29,3,473025.05
P02668,10029,8,1949.4,1,4,52,3,295598.92
P02669,10003,5,1687.3,3,4,78,3,235281.99
P02670,10029,5,2178.8,5,4,36,2,339957.36
P02671,10024,2,2035.5,6,3,6,2,486691.39
P02672,10026,7,1937.8,2,1,8,0,230729.23
P02673,10026,11,2142.5,3,4,2,0,417955.61
P02674,10006,11,1867.0,5,4,10,2,436042.44
P02675,10028,15,2135.1,3,4,33,1,486865.35
P02676,10018,1,2176.6,4,2,22,3,487431.1
P02677,10029,12,1881.4,3,1,24,0,274428.95
P02678,10027,12,1689.8,6,4,62,3,309273.48
P02679,10018,7,2565.2,4,1,38,0,478173.88
P02680,10012,5,1561.0,6,4,59,1,348263.97
P02681,10004,6,1995.7,5,4,43,1,479178.96
P02682,10004,11,2007.0,3,4,16,3,529284.54
P02683,10012,13,1495.2,2,3,76,2,369501.91
P02684,10025,10,1396.1,1,4,38,0,339790.65
P02685,10016,8,1623.1,4,4,67,3,254222.77
P02686,10015,10,1553.9,5,4,7,2,366519.02
P02687,10008,2,1070.9,3,2,68,0,161871.26
P02688,10017,10,1474.3,1,3,57,3,270702.11
P02689,10020,1,1933.1,5,4,20,0,357741.14
P02690,10030,15,2433.0,2,1,64,1,418509.58
P02691,10022,14,2077.2,4,1,60,0,493222.58
P02692,10019,8,800.0,1,2,72,0,155741.78
P02693,10028,6,2120.7,1,2,16,2,468363.91
P02694,10013,11,1520.9,6,4,71,2,352750.4
P02695,10029,10,2026.5,5,4,61,1,353098.82
P02696,10012,11,1792.9,1,1,27,1,451310.8
P02697,10004,8,1703.7,1,2,28,2,352470.2
P02698,10013,4,1748.9,3,4,20,0,369474.43
P02699,10004,2,1788.8,5,3,38,0,391866.77
P02700,10004,5,2472.2,3,1,72,0,436680.75
P02701,10027,8,1790.2,6,3,67,0,278461.32
P02702,10024,7,2342.8,4,4,11,3,505317.63
P02703,10007,8,2270.0,4,2,10,2,477287.67
P02704,10026,5,2133.5,2,2,4,0,260202.16
P02705,10003,15,906.7,5,3,49,2,211082.5
P02706,10009,6,2358.3,6,4,25,1,490468.74
P02707,10022,13,1571.0,1,3,61,0,385600.5
P02708,10010,6,2157.9,5,4,61,3,451154.07
P02709,10022,7,1313.7,6,4,16,3,364920.24
P02710,10027,10,1207.5,3,2,56,3,236187.3
P02711,10002,4,2788.2,5,2,61,3,518572.56
P02712,10001,4,1321.5,3,3,79,2,359451.23
P02713,10029,6,2373.1,2,1,58,3,375446.1
P02714,10016,13,1859.2,5,1,29,2,337587.94
P02715,10016,3,1589.9,2,1,80,0,181835.52
P02716,10014,7,1777.6,5,4,22,0,322082.72
P02717,10014,11,1149.5,2,4,65,3,258748.33
P02718,10021,11,1793.1,3,4,30,1,403150.86
P02719,10018,7,1258.6,5,1,75,2,280022.34
P02720,10005,2,1602.3,3,2,63,0,304179.29
P02721,10019,1,2262.6,5,2,48,1,433486.05
P02722,10021,8,1927.1,1,1,17,0,312032.78
P02723,10004,13,1058.9,1,2,15,0,311834.37
P02724,10012,1,2225.7,1,2,76,0,389713.37
P02725,10024,14,1796.5,2,4,64,0,426553.06
P02726,10019,11,1528.9,1,1,41,2,394133.71
P02727,10005,1,2173.3,3,4,71,0,344873.58
P02728,10002,6,1716.4,1,4,63,0,292313.89
P02729,10018,4,1217.2,5,1,31,2,375719.24
P02730,10014,15,2723.9,1,2,67,0,424010.43
P02731,10029,9,1791.4,6,2,64,2,360555.13
P02732,10016,5,1759.3,6,4,38,3,305821.49
P02733,10028,5,1597.4,5,4,1,3,397470.46
P02734,10007,9,2390.0,5,4,60,0,496089.55
P02735,10014,1,1537.6,5,2,27,0,239374.44
P02736,10005,4,1027.5,6,4,29,2,378474.14
P02737,10018,3,1460.7,4,4,57,1,377082.15
P02738,10006,10,2463.4,4,3,65,1,434886.38
P02739,10015,11,2216.1,3,1,7,1,451359.73
P02740,10011,8,1672.5,4,2,66,2,376120.86
P02741,10006,3,2486.6,3,1,23,1,404334.62
P02742,10003,6,2174.0,1,4,45,0,352792.7
P02743,10016,13,1666.7,6,2,70,0,306428.66
P02744,10029,4,1717.0,5,3,17,0,340377.51
P02745,10006,3,1964.7,5,2,17,1,364848.02
P02746,10013,2,1384.1,2,4,78,3,229396.27
P02747,10007,13,1802.3,5,4,30,3,482373.39
P02748,10025,2,1954.3,4,2,76,1,424901.99
P02749,10013,9,956.5,1,2,28,0,179479.18
P02750,10030,15,1705.3,6,1,50,0,345741.28
P02751,10008,10,1648.5,6,1,41,3,352401.81
P02752,10003,7,2314.0,6,4,79,1,354575.12
P02753,10018,4,877.8,3,4,44,3,359441.18
P02754,10020,1,1609.2,2,4,40,2,288309.72
P02755,10030,3,1559.1,1,3,37,3,304034.57
P02756,10027,15,2280.0,5,1,30,0,381495.29
P02757,10027,3,1778.2,6,1,35,3,327842.46
P02758,10020,1,2698.0,1,3,37,2,433700.66
P02759,10011,13,2131.1,5,2,61,1,528644.49
P02760,10013,7,1594.9,1,1,3,2,252964.56
P02761,10005,6,1919.8,5,1,40,1,422674.49
P02762,10013,11,1623.0,1,3,44,2,332310.32
P02763,10011,8,2229.7,6,4,61,3,520411.07
P02764,10002,14,1133.9,2,2,53,3,208474.3
P02765,10007,8,1388.2,3,4,34,3,356038.94
P02766,10017,11,2027.8,5,2,8,1,448226.1
P02767,10012,14,2412.9,6,3,30,3,599141.09
P02768,10030,7,800.0,3,1,20,3,164765.31
P02769,10015,5,2487.2,6,3,16,0,432768.87
P02770,10029,15,1729.9,1,2,58,1,265689.36
P02771,10020,4,858.1,3,4,38,2,278150.49
P02772,10002,1,800.0,6,2,64,1,117318.18
P02773,10007,9,1035.3,2,1,11,0,262919.15
P02774,10022,15,1790.1,4,1,79,2,433881.28
P02775,10017,2,1767.1,3,2,38,1,291705.55
P02776,10010,13,2116.6,3,2,20,2,442876.6
P02777,10016,13,1525.3,5,2,29,0,323706.48
P02778,10028,14,1246.0,4,3,68,0,332840.62
P02779,10012,7,1593.5,5,4,57,2,353103.54
P02780,10002,4,1816.8,4,3,13,3,391038.79
P02781,10010,8,1915.4,6,2,80,2,325897.36
P02782,10029,3,1405.4,3,3,10,3,278745.3
P02783,10023,13,2250.7,5,4,22,3,540471.54
P02784,10026,10,1489.3,4,1,59,1,210373.92
P02785,10028,8,1365.1,5,1,42,0,289899.87
P02786,10004,8,1528.8,6,1,36,2,346867.01
P02787,10009,11,2337.4,2,4,75,2,462895.92
P02788,10002,8,1733.6,2,4,64,3,235878.67
P02789,10001,13,1452.7,2,2,77,2,346148.31
P02790,10026,14,2263.1,3,4,22,3,426892.77
P02791,10029,15,2871.4,3,3,68,3,474209.19
P02792,10005,10,1904.8,1,4,17,2,404756.6
P02793,10022,12,2416.9,6,4,65,2,550413.94
P02794,10017,5,2318.0,6,4,44,0,415086.34
P02795,10003,1,1497.2,4,2,48,3,197556.99
P02796,10028,7,1813.3,2,3,9,2,366165.23
P02797,10027,14,1158.7,5,1,71,3,241505.69
P02798,10018,3,1697.5,2,4,22,0,393472.02
P02799,10022,9,1486.9,2,2,48,0,345679.89
P02800,10012,3,1598.6,6,2,13,2,411342.13
P02801,10024,7,1425.1,6,3,75,1,336338.03
P02802,10014,3,1656.5,4,4,25,2,326783.08
P02803,10030,12,2066.1,2,3,61,1,334992.29
P02804,10002,13,1740.3,1,4,62,2,311559.53
P02805,10006,12,867.8,6,3,44,2,200526.93
P02806,10030,11,1426.9,2,4,9,0,317164.07
P02807,10009,4,1040.3,5,3,22,3,328521.21
P02808,10010,8,1922.0,3,2,49,1,316877.28
P02809,10024,2,2051.7,3,4,43,2,452608.8
P02810,10006,6,1928.3,6,2,47,2,395467.23
P02811,10016,8,1406.3,4,3,20,2,232799.93
P02812,10009,11,1923.4,3,2,43,1,400354.07
P02813,10006,2,1564.9,3,2,6,0,271862.84
P02814,10029,13,1230.9,2,2,39,0,235138.07
P02815,10006,7,2171.0,4,2,7,3,364883.79
P02816,10003,14,2209.0,4,4,53,0,383413.31
P02817,10021,8,2274.4,1,4,45,0,388702.03
P02818,10027,9,1495.8,3,3,68,3,265654.37
P02819,10004,11,2389.7,4,1,37,0,504994.84
P02820,10022,13,1553.2,1,1,13,1,397684.61
P02821,10017,3,2126.8,6,1,19,1,392358.29
P02822,10025,8,1544.5,6,3,65,2,388762.04
P02823,10004,1,1688.0,4,4,77,2,352292.73
P02824,10030,8,800.0,1,2,4,2,151380.0
P02825,10019,13,1649.0,4,2,54,2,430609.21
P02826,10026,13,1845.5,6,3,39,3,407276.67
P02827,10011,5,1595.0,1,4,20,2,334724.98
P02828,10029,6,2678.1,5,2,41,2,518944.07
P02829,10019,9,1218.8,6,2,75,3,359102.74
P02830,10004,6,1518.2,1,3,16,0,387618.77
P02831,10028,3,1347.6,2,4,67,3,313366.7
P02832,10024,5,1518.1,5,3,7,0,344611.44
P02833,10010,7,2315.7,6,3,58,1,395097.0
P02834,10017,8,2539.0,5,3,6,0,440502.63
P02835,10012,14,1449.6,4,1,4,2,439073.96
P02836,10017,9,1438.5,4,4,3,3,322397.69
P02837,10029,6,1221.4,4,1,65,1,216102.21
P02838,10027,10,2453.1,4,2,46,2,415047.02
P02839,10007,12,2360.5,5,2,55,1,477691.1
P02840,10030,7,1747.0,1,3,12,3,294903.59
P02841,10014,8,1102.0,2,1,74,3,149488.44
P02842,10022,4,1146.7,1,1,65,2,300909.67
P02843,10023,13,1885.3,5,4,39,1,467719.83
P02844,10015,14,2074.7,5,2,72,3,463939.5
P02845,10014,3,800.0,1,3,11,0,134735.4
P02846,10014,6,1639.3,1,3,23,3,316313.91
P02847,10026,5,2609.1,2,3,3,3,381343.57
P02848,10012,14,1691.2,2,3,13,2,455825.35
P02849,10009,1,2544.8,4,3,68,2,411704.6
P02850,10011,4,2124.5,3,4,33,1,553193.79
P02851,10006,5,1257.9,3,4,52,1,208114.26
P02852,10012,9,1653.7,1,2,71,0,353649.48
P02853,10004,4,1735.7,4,1,61,1,398025.21
P02854,10003,9,1323.7,5,4,32,2,261731.63
P02855,10022,12,1315.1,4,2,28,1,336062.65
P02856,10003,13,2553.4,5,2,8,3,476173.44
P02857,10018,2,1311.3,6,1,67,3,342215.81
P02858,10024,3,2339.2,6,3,79,2,515619.3
P02859,10022,2,1581.8,4,3,40,1,345313.98
P02860,10014,14,1787.2,1,4,40,1,359868.52
P02861,10006,10,2080.9,3,3,68,2,358904.73
P02862,10028,8,1500.7,3,3,27,2,347328.36
P02863,10026,12,2084.0,5,3,32,0,345084.0
P02864,10019,9,800.0,6,4,72,1,288775.68
P02865,10003,4,2019.9,4,4,30,1,408476.31
P02866,10002,8,800.0,3,4,75,1,104115.21
P02867,10010,11,1686.6,5,2,13,0,419872.39
P02868,10005,1,2227.1,5,2,40,3,404212.9
P02869,10026,10,2111.1,5,1,39,1,368629.3
P02870,10007,8,1150.8,4,4,24,2,297004.11
P02871,10009,2,1215.2,4,3,78,0,247896.01
P02872,10030,4,1455.7,3,4,39,1,322458.75
P02873,10025,7,1893.1,3,4,71,0,403932.23
P02874,10007,6,800.0,2,2,17,1,263135.23
P02875,10012,5,1793.4,2,1,28,3,374373.7
P02876,10016,10,1955.7,4,1,38,2,315179.74
P02877,10020,7,1658.5,3,4,45,3,304107.97
P02878,10029,8,2062.7,1,2,18,1,252543.05
P02879,10027,12,1911.9,1,2,25,3,328931.24
P02880,10030,2,1529.2,6,4,50,0,293140.16
P02881,10002,6,831.9,3,2,22,3,148501.45
P02882,10008,2,1866.7,4,4,61,2,321991.38
P02883,10017,14,1323.5,6,3,38,0,337144.07
P02884,10002,3,1510.8,1,4,78,2,192099.17
P02885,10011,13,2039.6,6,1,19,1,521466.78
P02886,10005,3,2508.7,5,2,68,0,452708.61
P02887,10028,5,1781.0,4,1,39,3,378719.11
P02888,10002,10,2077.0,3,1,6,2,345439.32
P02889,10005,13,1077.8,5,4,57,2,358544.49
P02890,10006,3,1922.8,2,3,17,2,342223.12
P02891,10005,4,1770.0,2,2,11,0,393256.97
P02892,10018,14,2414.6,6,2,43,1,559839.67
P02893,10011,5,1529.8,2,1,63,2,304717.62
P02894,10028,4,1679.2,5,1,20,1,447564.47
P02895,10008,12,2329.4,6,4,50,3,442117.4
P02896,10017,2,1754.0,4,1,1,1,311844.84
P02897,10020,14,1245.6,2,2,14,1,324999.79
P02898,10019,14,3075.8,6,1,61,1,655508.45
P02899,10024,13,1260.7,5,4,1,0,425266.4
P02900,10007,5,1767.6,4,1,28,3,370569.47
P02901,10016,2,1973.3,1,2,41,0,268037.97
P02902,10025,7,1933.8,3,4,5,1,412840.36
P02903,10026,6,1705.1,3,3,79,3,309945.54
P02904,10019,15,1707.6,2,2,41,3,433566.63
P02905,10020,10,1682.5,3,3,27,0,332349.26
P02906,10026,15,1242.0,1,2,79,1,183599.05
P02907,10019,12,2875.1,5,2,45,2,590772.0
P02908,10029,11,1690.0,3,3,54,2,307311.59
P02909,10004,2,2098.5,5,2,7,1,462229.58
P02910,10011,2,1632.7,3,4,12,2,394520.92
P02911,10004,1,1622.6,5,2,3,3,382350.13
P02912,10003,9,1572.3,5,4,41,3,308021.35
P02913,10015,4,1025.1,1,1,67,3,254862.07
P02914,10007,15,1719.7,3,3,73,3,398253.33
P02915,10013,2,1596.5,5,3,46,3,290712.11
P02916,10014,15,2385.8,4,3,4,2,460661.74
P02917,10019,11,1201.6,2,2,50,3,346906.34
P02918,10029,2,1511.4,5,3,51,1,227333.99
P02919,10026,1,1350.8,2,1,48,2,139081.86
P02920,10012,6,2521.3,6,3,58,3,602042.38
P02921,10010,6,1365.3,5,4,45,0,346317.1
P02922,10024,5,2081.1,2,2,57,3,427018.15
P02923,10004,8,2285.1,2,1,39,3,446934.5
P02924,10017,2,1726.9,6,3,12,3,343654.74
P02925,10013,2,1111.6,4,4,6,3,226760.97
P02926,10006,11,1117.9,5,2,73,0,252354.53
P02927,10019,15,2229.9,5,1,35,1,496665.35
P02928,10010,5,1169.7,1,2,26,0,176700.28
P02929,10006,14,1996.0,5,4,23,2,439488.08
P02930,10020,6,1857.2,3,2,4,1,420938.56
P02931,10006,6,1988.6,6,3,76,1,399339.05
P02932,10021,2,2035.8,2,2,6,2,359026.81
P02933,10005,7,1333.2,1,3,17,3,248460.4
P02934,10014,8,1312.2,4,2,37,0,214099.57
P02935,10025,10,2157.5,4,2,29,3,529344.45
P02936,10007,3,1485.3,4,3,3,1,355348.98
P02937,10024,3,800.0,2,3,26,3,247874.33
P02938,10022,7,2124.4,3,2,63,2,434254.25
P02939,10028,2,1281.9,6,2,20,1,308716.99
P02940,10006,3,2033.6,5,1,70,0,317904.46
P02941,10022,10,2496.4,6,3,29,0,575916.85
P02942,10029,15,1808.4,2,2,1,2,326438.97
P02943,10023,9,2297.9,6,3,8,1,474036.01
P02944,10006,3,1876.9,3,2,65,0,287232.71
P02945,10025,15,2593.7,6,4,32,0,629349.3
P02946,10004,8,1268.9,6,3,79,3,348697.65
P02947,10018,11,1795.9,1,2,63,1,391830.05
P02948,10015,3,2136.6,6,2,2,1,457330.5
P02949,10016,9,1704.8,4,3,25,1,281492.51
P02950,10016,2,2376.1,5,1,58,2,325244.23
P02951,10001,10,1584.0,4,1,5,1,377488.85
P02952,10016,4,2834.7,2,1,80,2,448217.35
P02953,10029,14,2861.1,6,2,13,1,542732.82
P02954,10014,1,1941.0,1,2,64,1,243876.66
P02955,10009,10,2076.3,5,2,68,3,430223.38
P02956,10030,3,2395.8,2,1,40,1,375696.68
P02957,10003,11,1206.4,5,2,65,3,235020.36
P02958,10015,8,1144.0,3,2,71,3,233060.25
P02959,10016,15,2428.2,2,2,59,2,375345.24
P02960,10015,10,1937.0,2,3,57,2,376892.93
P02961,10028,6,1686.7,2,2,31,3,420582.47
P02962,10013,2,1805.6,6,4,23,0,373395.98
P02963,10030,9,800.0,5,4,70,1,210176.38
P02964,10003,7,1704.7,5,3,18,2,270888.64
P02965,10023,1,1423.5,4,3,33,0,285277.29
P02966,10018,9,2259.0,3,1,41,0,476111.1
P02967,10008,4,2297.5,6,3,31,0,486330.94
P02968,10007,4,2088.3,2,2,30,1,423418.9
P02969,10022,1,1997.7,6,2,48,2,435818.86
P02970,10020,6,1051.3,3,4,26,1,297725.65
P02971,10019,4,2095.3,3,1,80,0,449550.95
P02972,10002,2,2114.7,3,2,14,1,294009.68
P02973,10018,7,2422.6,5,4,31,3,542179.37
P02974,10030,4,2859.1,5,4,68,0,541185.73
P02975,10001,3,953.7,5,3,38,3,280541.73
P02976,10015,8,1605.8,1,3,57,1,259282.53
P02977,10015,1,1428.9,1,4,52,0,220617.61
P02978,10027,15,1886.3,6,1,26,0,368899.43
P02979,10009,8,1806.7,6,2,60,0,334104.2
P02980,10015,15,1683.0,1,1,19,1,326577.63
P02981,10022,14,2313.8,6,2,60,1,560954.74
P02982,10002,15,1249.3,2,4,10,2,236083.0
P02983,10025,9,1279.4,6,3,56,0,385024.3
P02984,10025,7,1287.9,6,4,9,2,376047.21
P02985,10022,11,1619.8,4,3,70,2,454309.84
P02986,10020,2,1185.7,2,4,50,0,223117.19
P02987,10023,13,1775.7,5,1,3,2,430279.9
P02988,10024,5,1717.3,1,2,8,0,339543.87
P02989,10028,1,1406.7,3,2,15,1,270284.65
P02990,10013,4,2236.9,4,4,77,2,442668.61
P02991,10014,4,1770.2,1,3,47,3,353447.43
P02992,10020,1,2331.3,3,1,22,2,420576.72
P02993,10006,11,1702.5,5,1,22,1,380346.8
P02994,10026,2,1787.9,1,2,2,3,239131.4
P02995,10024,13,1518.6,3,1,16,0,412608.65
P02996,10019,7,1796.5,1,3,69,0,320926.86
P02997,10010,11,2156.1,4,4,48,1,460658.47
P02998,10011,6,1594.3,1,4,29,0,407749.1
P02999,10014,2,2059.2,2,1,1,0,306244.23
P03000,10020,3,1393.6,4,2,27,1,322538.62
P03001,10024,10,2179.5,2,3,31,0,465434.98
P03002,10021,11,1510.0,2,2,9,2,362987.38
P03003,10028,5,2225.8,6,2,49,2,409475.25
P03004,10029,6,1830.5,5,1,53,1,350649.69
P03005,10022,15,2560.5,1,1,80,1,511317.25
P03006,10012,13,1223.0,6,2,29,0,380310.32
P03007,10018,7,1061.9,3,1,22,1,254306.52
P03008,10013,4,1491.9,1,1,66,0,266961.45
P03009,10019,5,1107.7,6,3,28,1,303031.69
P03010,10025,9,1108.6,3,4,51,2,360022.2
P03011,10012,9,2110.8,2,3,59,3,466142.45
P03012,10016,3,1797.9,1,1,71,1,236382.01
P03013,10002,1,1560.2,6,4,25,1,247526.33
P03014,10023,8,1606.5,2,3,50,2,349503.37
P03015,10015,12,1501.4,4,2,10,3,337390.06
P03016,10014,3,2625.2,2,2,63,1,411174.34
P03017,10016,7,1432.2,6,4,3,3,248276.55
P03018,10007,3,1138.9,5,2,56,1,299888.81
P03019,10018,4,2198.0,4,1,16,2,553136.21
P03020,10023,10,1692.1,3,2,37,0,314319.06
P03021,10011,5,2819.4,4,2,6,1,533991.09
P03022,10004,4,1536.9,3,2,55,3,418891.12
P03023,10012,15,2223.0,6,2,39,1,522447.46
P03024,10006,3,2341.1,5,3,53,0,382258.19
P03025,10012,3,1539.3,1,2,28,3,365504.08
P03026,10019,14,1428.5,5,3,0,0,415697.33
P03027,10004,9,2170.7,2,2,47,0,437705.27
P03028,10023,1,2087.4,2,4,56,3,361869.78
P03029,10007,7,1094.7,3,4,53,1,256060.6
P03030,10027,9,1235.8,2,2,21,0,183409.05
P03031,10022,4,800.0,6,1,58,3,336914.16
P03032,10009,9,2097.7,6,3,43,1,411858.73
P03033,10017,10,1669.1,1,2,17,2,297327.15
P03034,10004,4,1718.9,2,4,9,1,464676.58
P03035,10003,13,954.3,3,2,26,2,217620.18
P03036,10029,7,1250.9,5,2,1,2,207083.95
P03037,10025,15,1561.0,4,2,58,3,431548.06
P03038,10005,2,1463.8,5,4,1,1,336762.02
P03039,10009,5,1858.9,1,1,3,2,315605.55
P03040,10006,11,2091.7,4,4,12,3,452559.43
P03041,10012,14,2934.8,2,1,26,3,575352.84
P03042,10009,4,1790.0,2,4,1,2,427025.86
P03043,10010,15,2357.7,5,3,51,1,462636.31
P03044,10016,3,1385.0,1,3,10,2,198885.48
P03045,10006,7,962.5,1,1,65,3,113558.64
P03046,10027,5,1623.8,3,3,45,0,198345.73
P03047,10022,7,1001.1,5,3,6,2,310994.66
P03048,10023,14,1807.3,4,2,32,3,444036.43
P03049,10006,11,1409.8,1,2,11,1,288175.67
P03050,10022,12,822.9,5,3,79,3,272968.77
P03051,10026,4,2668.0,3,2,47,1,465255.8
