company_id,founding_year,industry,employees,initial_funding_usd,marketing_spend_pct,revenue_growth_pct
CO01109,2024,healthcare,13,349198,14.81,50.39
CO01110,2024,services,62,59062,7.71,39.67
CO01111,2020,healthcare,47,594631,23.75,30.99
CO01112,2014,tech,5,33166,6.65,54.72
CO01113,2023,manufacturing,62,1237594,15.24,21.37
CO01114,2014,manufacturing,7,62609,25.4,35.43
CO01115,2024,healthcare,128,83696,12.11,35.16
CO01116,2021,manufacturing,41,937511,16.71,27.73
CO01117,2022,healthcare,21,14657568,3.59,39.1
CO01118,2023,retail,89,35875857,1.68,20.21
CO01119,2022,healthcare,47,55285,29.59,50.21
CO01120,2024,manufacturing,125,134159,5.37,14.56
CO01121,2020,healthcare,36,1240548,10.07,29.96
CO01122,2018,retail,38,4581690,15.14,26.18
CO01123,2023,retail,25,10000,11.23,15.33
CO01124,2018,manufacturing,43,526851,2.92,16.35
CO01125,2024,manufacturing,181,166994,5.91,19.03
CO01126,2024,tech,20,10000,14.8,36.96
CO01127,2012,services,63,30505,13.16,39.25
CO01128,2024,manufacturing,14,142123,23.95,29.7
CO01129,2023,tech,5,497638,9.35,42.9
CO01130,2018,manufacturing,41,3322425,28.21,35.62
CO01131,2022,services,48,898692,8.48,44.93
CO01132,2011,tech,30,2943408,9.94,35.67
CO01133,2024,healthcare,7,466703,28.48,62.88
CO01134,2024,services,45,108023,25.21,47.39
CO01135,2023,retail,43,306355,9.51,28.02
CO01136,2021,services,14,1778062,11.86,47.1
CO01137,2014,healthcare,9,3488995,25.27,47.77
CO01138,2018,healthcare,26,329144,2.58,37.78
CO01139,2018,services,64,68993,8.84,25.9
CO01140,2024,retail,50,865719,15.95,40.11
CO01141,2023,tech,14,1150793,24.87,47.96
CO01142,2024,retail,38,5206602,16.94,35.1
CO01143,2020,healthcare,80,113831,14.69,43.55
CO01144,2017,retail,10,116355,28.86,46.41
CO01145,2016,retail,35,2007338,3.49,21.19
CO01146,2022,healthcare,126,195855,23.4,47.31
CO01147,2014,retail,9,179985,3.81,18.21
CO01148,2018,manufacturing,105,5434509,21.98,13.2
CO01149,2021,retail,167,28509,16.29,17.79
CO01150,2022,retail,27,27028604,7.94,40.1
CO01151,2019,manufacturing,23,129927,16.3,26.26
CO01152,2022,services,93,2504142,26.38,37.87
CO01153,2024,retail,27,355898,14.17,31.79
CO01154,2022,tech,5,761255,0.2,41.33
CO01155,2024,services,30,261562,1.7,34.59
CO01156,2023,manufacturing,53,2453812,18.98,17.13
CO01157,2024,services,69,220875,20.34,36.36
CO01158,2018,manufacturing,14,140660,12.05,25.68
CO01159,2023,services,25,16629414,7.28,26.67
CO01160,2023,services,88,469191,21.48,26.86
CO01161,2019,services,31,114531,9.12,29.38
CO01162,2017,services,7,22458,2.22,27.92
CO01163,2019,manufacturing,114,18460725,12.29,26.76
CO01164,2024,retail,27,146700,16.17,26.83
CO01165,2015,manufacturing,99,27334944,28.97,31.29
CO01166,2017,services,8,982355,17.77,36.96
CO01167,2016,manufacturing,29,588757,6.25,25.3
CO01168,2024,manufacturing,55,621373,24.97,41.25
CO01169,2022,retail,30,37203071,8.74,16.33
CO01170,2018,tech,10,10000,28.78,55.03
CO01171,2012,manufacturing,5,679208,9.76,24.91
CO01172,2014,healthcare,152,260300,27.29,46.73
CO01173,2012,services,42,288893,26.37,51.08
CO01174,2021,services,106,596374,25.92,33.64
CO01175,2020,services,84,259754,1.18,34.75
CO01176,2023,healthcare,60,644520,25.5,36.37
CO01177,2024,retail,24,422035,21.64,36.42
CO01178,2021,services,54,31980,10.03,28.36
CO01179,2022,tech,139,948590,14.7,43.68
CO01180,2018,retail,36,1852615,19.2,27.57
CO01181,2017,tech,222,149622,28.31,48.07
CO01182,2017,manufacturing,7,18546509,23.4,49.19
CO01183,2024,tech,7,6395745,12.86,42.18
CO01184,2024,retail,89,2392632,19.36,35.26
CO01185,2023,tech,15,2335277,5.58,51.63
CO01186,2024,tech,256,469861,12.72,34.42
CO01187,2021,manufacturing,126,4337220,23.74,41.05
CO01188,2020,manufacturing,162,10236898,18.2,23.55
CO01189,2019,manufacturing,80,2226737,23.5,30.16
CO01190,2019,retail,13,141412,15.29,23.41
CO01191,2024,manufacturing,6,408659,11.4,26.98
CO01192,2010,tech,148,1393515,22.28,47.22
CO01193,2017,manufacturing,7,2363111,2.81,28.82
CO01194,2023,healthcare,162,378906,29.36,38.52
CO01195,2014,tech,65,142398,28.45,45.41
CO01196,2020,tech,31,10516057,26.41,60.07
CO01197,2010,services,52,51811,26.53,50.39
CO01198,2022,manufacturing,53,67328,15.33,28.92
CO01199,2020,retail,27,31124,14.94,43.58
CO01200,2021,services,138,67030,24.6,39.56
CO01201,2023,retail,133,5361153,8.5,31.68
CO01202,2016,services,39,5732518,25.5,50.3
CO01203,2019,manufacturing,18,381516,6.03,34.62
CO01204,2022,tech,122,1193772,26.37,60.0
CO01205,2019,services,5,433215,16.23,29.81
CO01206,2021,services,52,40784,25.3,44.71
CO01207,2023,retail,69,37363842,14.79,37.68
CO01208,2024,services,14,6916911,18.25,40.91
CO01209,2020,services,88,898820,27.8,27.65
CO01210,2022,healthcare,32,79875,12.55,26.22
CO01211,2021,healthcare,19,282132,6.61,34.69
CO01212,2017,retail,87,110763,2.73,10.11
CO01213,2016,healthcare,11,537758,17.7,41.49
CO01214,2021,tech,79,822288,18.33,53.06
CO01215,2012,retail,5,223630,18.62,29.24
CO01216,2015,services,44,24129,1.11,26.57
CO01217,2019,manufacturing,35,31456555,0.82,16.17
CO01218,2021,retail,19,711445,26.86,41.23
CO01219,2023,tech,49,1102602,20.87,54.24
CO01220,2020,services,31,190076,3.4,18.66
CO01221,2018,healthcare,95,19457,2.24,23.16
CO01222,2011,services,58,374519,4.86,20.37
CO01223,2024,manufacturing,52,231782,24.21,33.92
CO01224,2014,services,44,1828613,21.69,42.7
CO01225,2014,retail,21,2709176,19.16,36.12
CO01226,2023,healthcare,24,2043263,19.22,45.06
CO01227,2021,tech,42,3193233,25.77,56.76
CO01228,2020,manufacturing,28,16310695,10.0,31.55
CO01229,2022,retail,101,964826,9.67,23.37
CO01230,2021,healthcare,36,3986529,12.76,38.09
CO01231,2021,retail,48,1187927,29.69,39.24
CO01232,2017,services,8,10000,16.65,32.54
CO01233,2022,tech,85,324798,16.41,61.52
CO01234,2020,tech,19,78008,24.29,46.83
CO01235,2018,manufacturing,12,702827,5.34,25.66
CO01236,2012,services,172,90942,12.16,31.63
CO01237,2017,retail,67,1485648,19.24,45.2
CO01238,2021,services,88,3147302,29.64,37.76
CO01239,2018,manufacturing,52,4911746,4.63,34.44
CO01240,2022,healthcare,30,11279789,13.56,43.89
CO01241,2012,retail,25,15490,27.17,54.17
CO01242,2020,retail,72,40215,21.77,33.63
CO01243,2023,healthcare,103,50000000,18.41,36.53
CO01244,2021,retail,31,3331880,7.71,29.06
CO01245,2012,retail,263,693076,5.62,29.12
CO01246,2014,healthcare,27,471688,11.23,40.86
CO01247,2015,healthcare,8,394857,7.65,38.49
CO01248,2020,tech,6,10000,24.25,53.69
CO01249,2023,healthcare,6,94404,21.62,41.56
CO01250,2013,services,22,353735,25.06,40.3
CO01251,2021,retail,26,105691,5.13,17.85
CO01252,2010,manufacturing,66,137273,9.3,35.04
CO01253,2023,retail,32,50000000,23.06,31.74
CO01254,2015,tech,77,267451,4.91,40.73
CO01255,2023,tech,35,771614,4.37,45.89
CO01256,2019,tech,34,718608,11.49,45.46
CO01257,2024,manufacturing,19,1438223,5.59,14.02
CO01258,2023,healthcare,137,170320,2.37,22.17
CO01259,2022,manufacturing,7,5357256,9.38,32.18
CO01260,2023,tech,45,1074240,26.27,46.76
CO01261,2021,manufacturing,28,33714,1.7,0.66
CO01262,2021,services,72,356821,16.98,39.05
CO01263,2020,healthcare,32,313546,16.89,35.37
CO01264,2018,services,33,285977,15.93,41.77
CO01265,2017,retail,25,1225174,15.17,31.79
CO01266,2017,services,133,1574503,0.52,25.06
CO01267,2016,tech,33,1243332,1.42,41.65
CO01268,2016,manufacturing,237,871377,15.34,10.5
CO01269,2021,manufacturing,43,525063,29.05,27.01
CO01270,2018,tech,34,10000,12.24,38.73
CO01271,2022,tech,29,2096511,14.17,39.24
CO01272,2024,healthcare,58,1174917,29.46,54.89
CO01273,2021,retail,18,61727,23.37,31.74
CO01274,2024,tech,38,775423,23.1,39.71
CO01275,2023,manufacturing,33,1616666,15.14,23.93
CO01276,2011,retail,46,4604267,26.94,40.85
CO01277,2023,healthcare,47,1227638,17.44,40.1
CO01278,2014,healthcare,50,841720,19.7,47.42
CO01279,2021,healthcare,36,2938896,23.63,52.84
CO01280,2022,retail,159,239646,12.2,43.82
CO01281,2019,healthcare,51,1008532,28.6,58.05
CO01282,2024,retail,449,127742,29.64,7.88
CO01283,2024,retail,35,4075864,17.61,32.79
CO01284,2018,healthcare,86,17686,6.66,29.49
CO01285,2021,services,16,2265881,23.25,48.15
CO01286,2024,tech,134,458363,9.66,32.64
CO01287,2021,healthcare,16,3050373,17.31,41.68
CO01288,2016,tech,52,92865,2.6,27.99
CO01289,2010,services,25,529647,24.22,37.11
CO01290,2020,manufacturing,52,499448,28.77,28.53
CO01291,2021,tech,26,1053646,2.83,39.51
CO01292,2024,services,15,54441,21.95,28.97
CO01293,2023,services,25,1579201,25.83,51.9
CO01294,2023,healthcare,155,11028,3.29,30.39
CO01295,2021,services,53,116345,7.4,18.99
CO01296,2020,services,9,19429,11.76,32.58
CO01297,2024,healthcare,99,2318518,25.1,33.66
CO01298,2024,healthcare,14,984866,14.8,54.14
CO01299,2024,manufacturing,70,1101383,4.11,33.86
CO01300,2024,tech,58,8422176,7.69,45.21
CO01301,2021,retail,61,235182,14.02,22.59
CO01302,2021,services,211,1497295,1.18,18.9
CO01303,2021,tech,14,504864,18.93,46.03
CO01304,2022,tech,61,372328,0.76,37.48
CO01305,2018,retail,117,6035997,23.43,46.73
CO01306,2015,healthcare,17,28452845,22.02,58.57
CO01307,2024,retail,16,186664,25.96,44.67
CO01308,2023,healthcare,25,2344163,4.73,40.33
CO01309,2013,healthcare,46,837547,18.08,34.34
CO01310,2017,retail,8,857884,23.43,31.63
CO01311,2020,retail,57,725310,15.47,32.13
CO01312,2015,healthcare,8,227258,3.92,26.83
CO01313,2021,services,121,10000,2.97,25.13
CO01314,2012,services,55,9526792,18.18,47.61
CO01315,2018,healthcare,224,110253,14.93,36.8
CO01316,2017,tech,65,272906,27.89,55.41
CO01317,2021,retail,24,284763,25.02,21.69
CO01318,2022,services,15,92262,21.71,49.64
CO01319,2017,tech,42,715316,29.47,41.69
CO01320,2020,healthcare,32,404891,20.84,43.41
CO01321,2024,manufacturing,108,105548,2.77,20.89
CO01322,2016,retail,13,596362,2.33,29.47
CO01323,2024,retail,250,414118,24.48,17.54
CO01324,2021,tech,118,2829688,10.82,34.73
CO01325,2024,manufacturing,27,30310,27.73,32.46
CO01326,2014,healthcare,200,88364,3.55,31.53
CO01327,2012,tech,15,1887181,5.96,35.86
CO01328,2021,manufacturing,41,123070,23.2,32.17
CO01329,2023,services,9,72634,25.42,28.66
CO01330,2022,manufacturing,210,135865,26.02,28.79
CO01331,2024,services,6,361509,2.97,24.53
CO01332,2023,services,8,364266,11.45,36.42
CO01333,2016,healthcare,18,290710,19.39,43.37
CO01334,2022,services,124,56549,27.56,46.24
CO01335,2019,services,86,2076756,7.17,34.54
CO01336,2010,retail,37,6277231,18.01,31.52
CO01337,2012,tech,92,10000,4.31,37.4
CO01338,2021,tech,30,19789,22.42,64.02
CO01339,2015,tech,51,3287749,3.83,48.8
CO01340,2023,healthcare,173,10217297,30.0,46.97
CO01341,2019,tech,26,10000,2.77,29.73
CO01342,2022,manufacturing,15,2259994,20.56,27.31
CO01343,2022,services,53,11707728,23.31,49.51
CO01344,2017,services,69,78839,7.74,22.55
CO01345,2022,tech,37,10421021,7.64,46.75
CO01346,2023,healthcare,90,309902,17.88,52.01
CO01347,2018,manufacturing,27,830077,18.91,30.93
CO01348,2014,tech,38,104980,21.62,39.53
CO01349,2011,tech,48,3275748,17.41,67.21
CO01350,2019,healthcare,44,2347600,5.23,52.56
CO01351,2018,healthcare,166,13928096,27.72,50.97
CO01352,2024,services,48,7890852,5.0,44.84
CO01353,2024,retail,24,434390,16.96,30.96
CO01354,2023,healthcare,56,50000000,27.6,58.63
CO01355,2017,retail,91,6593436,27.39,35.51
CO01356,2024,retail,72,1304110,5.04,15.69
CO01357,2021,services,68,60215,7.16,49.8
CO01358,2021,retail,7,20742,18.06,19.43
CO01359,2019,manufacturing,5,24586,10.11,24.37
CO01360,2024,services,119,68368,21.93,36.85
CO01361,2014,tech,51,6952454,15.67,53.83
CO01362,2017,healthcare,32,1171947,7.98,38.76
CO01363,2022,tech,66,129735,12.33,42.02
CO01364,2021,healthcare,228,337142,20.73,37.63
CO01365,2024,retail,136,264212,23.55,35.16
CO01366,2023,manufacturing,87,2191509,11.09,24.57
CO01367,2021,retail,14,76298,3.15,23.96
CO01368,2012,manufacturing,16,890352,10.6,15.53
CO01369,2015,tech,5,806268,18.91,66.68
CO01370,2016,tech,62,81004,22.79,51.76
CO01371,2024,manufacturing,100,10596264,26.39,35.28
CO01372,2020,services,109,244961,28.86,34.96
CO01373,2022,healthcare,65,60748,15.88,30.53
CO01374,2023,healthcare,28,2435737,26.41,56.61
CO01375,2024,healthcare,19,493358,7.86,37.62
CO01376,2015,services,15,1001346,16.79,44.34
CO01377,2015,services,28,41383,16.18,23.91
CO01378,2019,retail,12,2246384,23.06,50.97
CO01379,2017,healthcare,192,34101663,23.19,51.94
CO01380,2024,healthcare,9,35395,8.56,35.84
CO01381,2018,manufacturing,27,898442,26.58,37.4
CO01382,2023,tech,5,91984,26.74,57.81
CO01383,2024,tech,45,50000000,28.45,48.0
CO01384,2023,manufacturing,33,5279093,13.73,42.54
CO01385,2021,services,23,777792,29.62,49.03
CO01386,2021,manufacturing,13,37959,23.55,23.28
CO01387,2019,healthcare,33,61567,19.6,32.94
CO01388,2024,manufacturing,19,1968040,12.97,36.01
CO01389,2022,services,29,28998,25.27,40.49
CO01390,2024,services,234,30877,22.92,33.37
CO01391,2023,healthcare,39,450296,17.57,43.06
CO01392,2020,services,56,577713,29.91,35.61
CO01393,2018,manufacturing,21,946061,7.48,28.48
CO01394,2017,tech,15,183679,19.25,46.99
CO01395,2022,services,32,2786489,9.63,36.17
CO01396,2022,tech,405,78934,13.74,48.22
CO01397,2021,retail,25,1549261,10.17,38.14
CO01398,2022,manufacturing,48,678908,10.04,31.63
CO01399,2016,tech,14,1470772,11.3,68.9
CO01400,2024,services,5,4704340,1.7,37.16
CO01401,2023,retail,15,177963,1.2,25.46
CO01402,2021,manufacturing,358,117929,21.75,10.13
CO01403,2018,retail,60,15111,9.33,20.19
CO01404,2017,retail,171,10000,0.64,-1.84
CO01405,2022,retail,23,311156,2.44,31.8
CO01406,2021,tech,5,356808,5.88,32.95
CO01407,2023,tech,11,50404,1.45,45.5
CO01408,2021,services,49,77481,28.38,40.4
CO01409,2013,tech,42,9312868,17.05,52.13
CO01410,2021,manufacturing,33,2550192,11.82,26.95
CO01411,2013,tech,19,35482,15.98,55.89
CO01412,2024,manufacturing,85,182645,3.38,27.5
CO01413,2021,services,20,996500,21.06,41.07
CO01414,2023,manufacturing,45,126386,29.09,24.65
CO01415,2011,services,40,87781,3.92,36.41
CO01416,2019,retail,23,224921,4.58,18.36
CO01417,2023,manufacturing,14,3918900,18.86,19.65
CO01418,2022,retail,22,4698729,4.56,33.82
CO01419,2024,manufacturing,216,101631,3.78,21.83
CO01420,2018,tech,101,1111367,20.11,44.48
CO01421,2024,retail,92,436776,18.56,34.42
CO01422,2023,services,15,58896,6.53,27.52
CO01423,2020,services,8,244226,24.7,47.69
CO01424,2023,retail,99,35296,3.16,28.95
CO01425,2022,retail,82,4529447,9.98,28.0
CO01426,2022,retail,38,9869345,22.17,30.67
CO01427,2013,retail,23,194629,18.42,21.25
CO01428,2011,healthcare,8,120793,18.0,50.13
CO01429,2011,services,79,3646173,20.59,31.17
CO01430,2024,retail,108,5036882,19.39,36.87
CO01431,2017,manufacturing,17,47628,26.23,36.58
CO01432,2021,manufacturing,15,329032,17.06,24.16
CO01433,2021,manufacturing,115,393219,12.04,20.55
CO01434,2010,retail,17,94697,22.98,42.55
CO01435,2023,healthcare,196,957387,7.78,26.11
CO01436,2019,retail,30,109109,22.79,26.84
CO01437,2016,manufacturing,22,150163,8.4,20.75
CO01438,2024,tech,35,361246,14.41,56.39
CO01439,2016,manufacturing,22,22513,22.18,40.12
CO01440,2011,healthcare,102,10000,18.83,35.6
CO01441,2012,healthcare,80,2776064,2.57,30.19
CO01442,2021,manufacturing,98,100644,13.4,30.12
CO01443,2021,tech,40,31633529,24.36,42.95
CO01444,2021,services,21,22832050,29.9,51.42
CO01445,2022,services,33,160659,14.0,34.71
CO01446,2024,healthcare,22,47588704,2.58,51.97
CO01447,2019,manufacturing,144,2885327,10.99,33.75
CO01448,2023,tech,90,121707,14.7,35.26
CO01449,2021,healthcare,30,10000,2.2,32.29
CO01450,2021,services,13,1752073,25.93,40.13
CO01451,2023,healthcare,155,470989,16.16,35.21
CO01452,2011,tech,38,1048344,12.48,51.29
CO01453,2024,manufacturing,29,279939,11.92,22.17
CO01454,2018,manufacturing,156,44904,0.85,13.59
CO01455,2019,retail,20,188329,15.57,39.22
CO01456,2019,healthcare,24,1818049,14.27,55.59
CO01457,2023,tech,26,217781,10.38,46.21
CO01458,2014,tech,9,215165,19.76,50.2
CO01459,2019,retail,45,21188,12.33,17.46
CO01460,2020,healthcare,15,530938,17.15,56.48
CO01461,2020,tech,19,47864,26.55,54.41
CO01462,2016,manufacturing,16,2777473,10.92,28.71
CO01463,2010,tech,18,101905,11.94,44.77
CO01464,2016,retail,14,244896,25.98,40.21
CO01465,2024,manufacturing,42,33530536,10.74,35.66
CO01466,2022,tech,28,239630,13.18,52.5
CO01467,2022,retail,35,183294,24.02,48.04
CO01468,2016,manufacturing,349,1427227,17.76,18.87
CO01469,2021,tech,28,12450,28.02,63.24
CO01470,2024,manufacturing,61,5398429,14.12,36.68
CO01471,2017,services,68,3229636,14.37,36.97
CO01472,2018,retail,31,1262877,1.29,12.92
CO01473,2017,tech,44,10000,5.92,37.94
CO01474,2019,manufacturing,34,263333,16.2,39.19
CO01475,2020,services,41,34692,5.61,22.51
CO01476,2023,tech,18,4190009,13.61,50.04
CO01477,2023,retail,20,3631375,8.5,32.9
CO01478,2017,healthcare,34,961278,0.62,43.02
CO01479,2024,retail,5,39885,14.25,26.54
CO01480,2024,retail,148,8785282,19.39,26.01
CO01481,2021,services,287,261837,10.15,28.13
CO01482,2016,manufacturing,39,16366418,23.3,29.08
CO01483,2020,retail,64,752212,4.38,11.18
CO01484,2017,services,98,1219090,2.74,43.99
CO01485,2023,tech,9,176202,28.05,60.58
CO01486,2017,services,84,7377247,27.65,59.51
CO01487,2024,retail,22,1493850,12.2,39.27
CO01488,2024,healthcare,327,7926985,12.6,37.73
CO01489,2018,services,27,631013,25.53,45.67
CO01490,2021,healthcare,82,402690,15.92,38.68
CO01491,2021,tech,28,1454627,3.51,46.76
CO01492,2020,tech,298,7921419,3.45,29.44
CO01493,2013,healthcare,20,3380278,3.93,30.65
CO01494,2024,retail,106,583294,23.42,30.74
CO01495,2024,healthcare,62,10781,18.06,48.02
CO01496,2024,services,50,2237281,8.99,25.18
CO01497,2016,manufacturing,42,24899,4.86,8.16
CO01498,2012,tech,17,474497,3.7,46.58
CO01499,2015,tech,5,350974,22.24,47.92
CO01500,2019,services,97,25963,26.58,40.49
CO01501,2014,tech,20,931923,15.93,56.58
CO01502,2021,tech,107,32888561,23.18,56.77
CO01503,2013,retail,47,236756,8.49,22.16
CO01504,2023,healthcare,110,2046740,17.57,52.09
CO01505,2024,services,74,49198794,13.14,45.8
CO01506,2012,services,5,2483616,2.63,34.0
CO01507,2021,services,61,121821,14.62,33.75
CO01508,2022,manufacturing,23,710716,25.4,35.94
CO01509,2015,retail,106,1157253,1.55,20.79
CO01510,2024,manufacturing,60,7784353,14.31,15.75
CO01511,2014,manufacturing,61,5015785,26.2,40.17
CO01512,2013,healthcare,25,10000,23.7,47.43
CO01513,2018,healthcare,13,79824,14.8,22.02
CO01514,2024,services,21,384595,5.14,36.25
CO01515,2024,healthcare,5,58071,25.46,59.75
CO01516,2015,healthcare,18,10000,4.59,23.61
CO01517,2022,services,8,103648,8.3,32.1
CO01518,2023,healthcare,8,439230,3.73,35.68
CO01519,2022,tech,37,154729,13.77,58.03
CO01520,2024,tech,56,60241,18.88,54.37
CO01521,2024,manufacturing,32,480666,24.81,24.8
CO01522,2024,tech,20,878680,13.84,50.28
CO01523,2023,retail,13,173304,29.12,56.94
CO01524,2023,tech,24,6875587,17.88,46.87
CO01525,2021,healthcare,15,496544,18.13,44.11
CO01526,2024,services,31,77417,5.26,34.01
CO01527,2014,tech,7,46673,5.7,35.59
CO01528,2018,services,67,288964,17.3,50.16
CO01529,2019,services,19,4101409,21.63,39.55
CO01530,2021,retail,48,85188,6.14,13.66
CO01531,2022,healthcare,80,1456808,14.52,36.89
CO01532,2024,healthcare,46,534514,10.69,44.56
CO01533,2021,healthcare,74,23830240,13.16,37.62
CO01534,2024,tech,5,965598,6.66,47.08
CO01535,2024,manufacturing,20,109485,4.22,24.73
CO01536,2023,services,100,1929437,9.62,23.51
CO01537,2020,manufacturing,55,2063767,26.07,28.77
CO01538,2023,manufacturing,210,199981,24.16,26.12
CO01539,2022,retail,182,43131,3.05,22.67
CO01540,2022,manufacturing,45,1292476,2.63,17.09
CO01541,2011,services,26,502338,14.79,38.32
CO01542,2013,tech,13,21309,8.32,38.33
CO01543,2019,services,21,736041,24.7,48.54
CO01544,2023,services,22,123749,14.59,39.64
CO01545,2018,tech,18,21349,25.58,46.04
CO01546,2018,services,13,218768,3.25,34.69
CO01547,2023,manufacturing,49,5756484,29.1,32.97
CO01548,2020,retail,181,4956066,23.01,36.42
CO01549,2012,manufacturing,84,2938777,21.96,34.26
CO01550,2023,manufacturing,24,758020,28.21,53.36
CO01551,2013,retail,91,1456569,14.11,27.75
CO01552,2022,services,47,538902,4.47,30.06
CO01553,2018,services,32,48528,14.91,28.95
CO01554,2024,retail,30,72330,24.46,26.19
CO01555,2024,manufacturing,27,131352,25.79,27.31
CO01556,2023,services,64,7295134,14.66,44.05
CO01557,2023,manufacturing,38,3810921,21.97,38.55
CO01558,2017,manufacturing,16,51033,7.41,23.44
CO01559,2015,healthcare,15,492269,6.92,36.22
CO01560,2021,healthcare,45,197755,17.59,37.68
CO01561,2017,retail,51,324421,12.65,22.18
CO01562,2019,services,24,151435,4.83,26.31
CO01563,2019,healthcare,11,7358622,22.84,39.59
CO01564,2021,tech,116,425996,15.96,54.76
CO01565,2013,manufacturing,94,681678,15.61,39.86
CO01566,2019,services,5,692813,5.68,18.29
CO01567,2020,tech,126,56639,7.23,39.02
CO01568,2022,retail,27,549688,20.78,37.35
CO01569,2022,services,40,3702925,25.56,46.0
CO01570,2019,healthcare,103,8413784,5.32,32.93
CO01571,2023,healthcare,173,44550,24.37,46.29
CO01572,2023,services,90,21222,23.64,38.46
CO01573,2024,tech,42,500953,24.45,59.57
CO01574,2023,tech,8,4066833,17.45,45.77
CO01575,2020,healthcare,5,908175,10.56,30.48
CO01576,2024,services,80,1724749,23.13,44.08
CO01577,2023,tech,127,29129,14.4,31.75
CO01578,2024,tech,15,140930,6.66,50.39
CO01579,2018,tech,25,10000,12.07,24.07
CO01580,2011,healthcare,19,332709,13.73,37.61
CO01581,2022,services,18,10000,15.16,27.99
CO01582,2024,healthcare,97,6358629,26.93,45.72
CO01583,2021,tech,41,9915829,12.33,50.95
CO01584,2020,services,26,586124,8.54,37.34
CO01585,2022,healthcare,472,21479,28.87,32.64
CO01586,2023,manufacturing,8,937925,7.26,30.85
CO01587,2024,services,57,18224276,0.33,31.57
CO01588,2011,services,12,1145636,25.49,60.88
CO01589,2015,tech,28,4732518,28.63,67.74
CO01590,2024,manufacturing,38,167655,20.46,25.65
CO01591,2024,retail,77,77464,12.23,25.45
CO01592,2017,tech,26,383953,16.31,44.88
CO01593,2021,manufacturing,23,10000,24.96,30.52
CO01594,2013,healthcare,25,40962891,26.56,45.54
CO01595,2024,tech,11,584960,3.08,35.72
CO01596,2022,retail,62,2504365,26.04,20.88
CO01597,2021,services,44,175779,18.52,33.8
CO01598,2018,retail,51,20207,0.97,28.86
CO01599,2023,tech,31,7660820,3.25,43.19
CO01600,2011,tech,27,46714,1.37,36.74
CO01601,2019,tech,107,888844,28.46,53.61
CO01602,2024,healthcare,92,1073215,12.8,31.37
CO01603,2014,manufacturing,136,512934,21.47,26.27
CO01604,2017,healthcare,48,92118,0.05,38.94
CO01605,2021,services,128,327989,23.8,39.47
CO01606,2022,retail,22,66164,14.46,37.5
CO01607,2020,healthcare,27,2231881,27.71,60.43
CO01608,2022,retail,109,1387610,15.63,35.73
CO01609,2016,tech,77,423875,23.66,43.59
CO01610,2022,healthcare,25,141959,18.88,39.92
CO01611,2024,manufacturing,12,29937900,15.62,48.44
CO01612,2023,manufacturing,27,32724,28.45,33.13
CO01613,2019,manufacturing,17,20146,14.87,25.1
CO01614,2016,healthcare,186,375490,26.77,34.47
CO01615,2015,retail,71,264053,1.08,21.95
CO01616,2022,healthcare,15,3973527,19.72,53.23
CO01617,2013,healthcare,12,1610786,27.35,50.46
CO01618,2018,services,15,469325,26.98,39.41
CO01619,2021,tech,19,1203416,14.55,46.02
CO01620,2022,tech,28,1160465,14.16,57.25
CO01621,2024,tech,101,29713541,24.32,59.11
CO01622,2024,services,13,734339,10.05,39.99
CO01623,2019,retail,327,113305,28.11,28.47
CO01624,2021,healthcare,13,658027,7.52,29.85
CO01625,2023,tech,8,10000,2.23,39.03
CO01626,2014,retail,179,414448,23.16,38.49
CO01627,2021,retail,124,3937139,12.14,27.25
CO01628,2021,healthcare,28,1475294,10.67,49.08
CO01629,2019,tech,48,803805,9.63,48.57
CO01630,2014,manufacturing,50,1620877,29.41,41.48
CO01631,2023,healthcare,38,4018877,17.15,45.71
CO01632,2024,healthcare,9,7651917,29.76,60.63
CO01633,2024,healthcare,5,1082638,10.31,29.91
CO01634,2021,services,14,235102,12.42,35.76
CO01635,2024,tech,204,10000,6.35,36.77
CO01636,2011,tech,212,3129384,12.91,43.29
CO01637,2024,manufacturing,25,1239731,1.86,30.53
CO01638,2022,manufacturing,13,600380,0.02,19.2
CO01639,2024,manufacturing,44,111736,13.59,19.6
CO01640,2017,tech,51,3048938,22.38,38.95
CO01641,2011,services,60,264481,13.11,31.95
CO01642,2020,retail,5,412980,15.54,37.22
CO01643,2024,tech,500,395546,13.37,33.24
CO01644,2024,healthcare,103,1087838,15.8,29.27
CO01645,2024,retail,27,44477,23.27,42.8
CO01646,2024,retail,16,1362870,24.11,30.57
CO01647,2024,manufacturing,89,104633,25.14,26.91
CO01648,2023,healthcare,54,112239,6.37,30.43
CO01649,2020,healthcare,36,2598591,13.74,46.49
CO01650,2022,tech,52,60472,24.93,49.35
CO01651,2022,services,30,2589265,28.26,51.07
CO01652,2024,services,49,541844,16.29,51.78
CO01653,2020,healthcare,68,16373,14.79,39.5
CO01654,2020,healthcare,47,6776367,22.94,43.85
CO01655,2016,services,44,822832,29.75,48.15
CO01656,2016,services,133,973109,12.78,48.18
CO01657,2022,retail,7,3316712,4.95,35.46
CO01658,2018,healthcare,15,8872272,25.03,58.68
CO01659,2023,healthcare,34,661360,21.31,32.63
CO01660,2016,healthcare,16,1520537,4.35,41.71
CO01661,2018,healthcare,22,929471,9.71,38.32
CO01662,2024,services,120,222852,16.6,27.84
CO01663,2022,healthcare,29,18641,21.94,41.43
