customer_id,tenure_months,monthly_charges,contract_type,payment_method,num_support_tickets,account_closure_reason,last_contact_before_churn_days,churned
C02514,55,92.62,monthly,auto,9,,,0
C02515,8,39.7,2-year,bank,5,,,0
C02516,60,49.13,monthly,bank,1,,,0
C02517,50,70.65,1-year,auto,8,,,0
C02518,38,68.67,1-year,card,13,,,0
C02519,11,80.08,monthly,card,6,price,20.0,1
C02520,72,63.74,1-year,bank,12,,,0
C02521,32,111.95,monthly,check,4,,,0
C02522,4,103.99,monthly,bank,1,service,29.0,1
C02523,16,107.91,monthly,card,10,other,40.0,1
C02524,29,82.95,2-year,check,14,,,0
C02525,5,83.5,monthly,auto,14,other,29.0,1
C02526,24,80.92,monthly,bank,15,service,29.0,1
C02527,34,63.49,2-year,bank,1,,,0
C02528,69,52.21,monthly,bank,0,,,0
C02529,7,79.2,2-year,bank,9,,,0
C02530,42,22.55,1-year,check,15,,,0
C02531,66,20.75,1-year,bank,15,,,0
C02532,59,105.16,1-year,check,4,,,0
C02533,67,24.64,1-year,card,6,,,0
C02534,13,72.48,monthly,check,10,competitor,52.0,1
C02535,58,81.5,2-year,card,14,,,0
C02536,71,39.82,2-year,bank,2,,,0
C02537,24,109.57,2-year,auto,15,,,0
C02538,36,39.01,1-year,bank,13,,,0
C02539,39,108.45,1-year,check,1,,,0
C02540,36,96.3,1-year,bank,13,,,0
C02541,21,44.07,monthly,auto,10,,,0
C02542,70,35.07,monthly,auto,15,,,0
C02543,69,51.62,1-year,auto,3,,,0
C02544,28,59.8,1-year,bank,15,,,0
C02545,58,44.58,monthly,bank,0,,,0
C02546,29,119.89,monthly,check,1,competitor,20.0,1
C02547,58,42.97,1-year,auto,7,,,0
C02548,43,103.06,monthly,check,10,price,56.0,1
C02549,34,35.91,2-year,check,2,,,0
C02550,10,118.02,1-year,auto,4,,,0
C02551,48,42.55,monthly,auto,6,,,0
C02552,24,62.17,monthly,bank,2,price,55.0,1
C02553,16,75.86,1-year,card,2,price,20.0,1
C02554,14,32.03,monthly,bank,2,,,0
C02555,71,101.68,2-year,check,15,,,0
C02556,8,47.47,monthly,auto,14,service,23.0,1
C02557,58,74.93,monthly,bank,10,service,34.0,1
C02558,63,74.96,monthly,card,10,price,46.0,1
C02559,3,80.26,1-year,bank,2,competitor,53.0,1
C02560,43,25.55,2-year,check,0,,,0
C02561,42,36.86,2-year,card,6,,,0
C02562,26,36.12,monthly,bank,15,service,52.0,1
C02563,49,50.21,2-year,bank,7,,,0
C02564,30,34.49,monthly,auto,12,price,2.0,1
C02565,32,112.19,1-year,check,5,,,0
C02566,32,71.3,2-year,check,4,,,0
C02567,58,82.36,monthly,check,12,,,0
C02568,46,55.75,2-year,card,7,,,0
C02569,28,47.62,monthly,bank,11,price,54.0,1
C02570,67,70.32,monthly,auto,11,,,0
C02571,58,49.43,1-year,check,11,,,0
C02572,68,54.36,2-year,check,10,,,0
C02573,53,65.28,monthly,auto,12,,,0
C02574,29,70.57,2-year,check,7,,,0
C02575,56,118.43,monthly,check,4,,,0
C02576,24,42.33,1-year,card,8,other,18.0,1
C02577,20,68.8,1-year,card,5,,,0
C02578,33,34.95,monthly,card,0,,,0
C02579,70,55.0,1-year,bank,5,,,0
C02580,41,91.73,1-year,check,8,,,0
C02581,28,37.45,1-year,auto,8,,,0
C02582,34,78.14,monthly,bank,5,,,0
C02583,21,61.67,monthly,check,11,price,3.0,1
C02584,48,25.16,2-year,auto,4,,,0
C02585,26,113.31,1-year,check,10,,,0
C02586,40,61.36,2-year,bank,4,,,0
C02587,27,98.39,1-year,bank,15,,,0
C02588,24,61.63,2-year,check,10,,,0
C02589,70,113.74,monthly,bank,8,,,0
C02590,25,49.05,monthly,card,6,competitor,52.0,1
C02591,6,61.22,1-year,check,12,,,0
C02592,28,95.89,monthly,check,6,service,43.0,1
C02593,39,54.37,monthly,bank,12,other,6.0,1
C02594,7,56.44,1-year,card,2,,,0
C02595,23,119.48,2-year,auto,13,,,0
C02596,12,75.56,1-year,bank,15,service,25.0,1
C02597,37,88.94,monthly,check,3,,,0
C02598,53,84.35,2-year,card,3,,,0
C02599,70,102.79,monthly,bank,15,service,14.0,1
C02600,29,106.18,monthly,check,6,competitor,2.0,1
C02601,63,76.33,2-year,card,11,,,0
C02602,16,49.46,1-year,bank,3,service,30.0,1
C02603,57,22.28,2-year,check,6,,,0
C02604,41,81.44,2-year,auto,11,,,0
C02605,55,102.55,1-year,bank,14,,,0
C02606,55,65.05,monthly,card,6,,,0
C02607,39,36.47,monthly,card,1,,,0
C02608,19,48.81,2-year,check,6,,,0
C02609,38,71.0,2-year,check,10,,,0
C02610,60,103.67,monthly,check,14,competitor,10.0,1
C02611,70,37.18,monthly,bank,13,competitor,33.0,1
C02612,67,81.21,monthly,card,12,,,0
C02613,14,95.34,monthly,card,2,service,54.0,1
C02614,44,113.6,2-year,card,8,,,0
C02615,8,31.67,monthly,bank,9,service,56.0,1
C02616,49,112.64,monthly,bank,7,competitor,44.0,1
C02617,72,80.15,2-year,card,14,,,0
C02618,4,96.67,1-year,check,15,price,23.0,1
C02619,48,25.38,monthly,bank,3,,,0
C02620,69,70.61,monthly,auto,15,,,0
C02621,61,82.26,monthly,bank,13,price,57.0,1
C02622,29,50.68,monthly,card,11,price,22.0,1
C02623,8,63.17,monthly,check,6,,,0
C02624,67,75.43,monthly,check,12,,,0
C02625,67,75.25,monthly,auto,9,,,0
C02626,42,24.19,monthly,check,14,price,19.0,1
C02627,71,63.95,monthly,bank,11,,,0
C02628,1,41.38,2-year,check,15,,,0
C02629,45,111.67,monthly,auto,6,competitor,21.0,1
C02630,3,117.66,monthly,check,1,service,28.0,1
C02631,68,49.96,2-year,auto,7,,,0
C02632,49,37.52,monthly,auto,15,price,45.0,1
C02633,66,41.95,monthly,auto,10,,,0
C02634,41,67.78,2-year,check,11,,,0
C02635,6,107.45,1-year,bank,10,service,18.0,1
C02636,2,70.0,monthly,auto,9,competitor,14.0,1
C02637,25,25.54,1-year,auto,0,,,0
C02638,54,23.99,1-year,bank,6,,,0
C02639,11,42.74,monthly,card,1,,,0
C02640,62,104.28,monthly,auto,5,,,0
C02641,18,82.15,monthly,card,11,competitor,55.0,1
C02642,36,76.3,2-year,auto,12,,,0
C02643,15,51.9,monthly,card,3,service,33.0,1
C02644,34,112.94,monthly,auto,10,competitor,19.0,1
C02645,33,53.12,1-year,check,3,,,0
C02646,1,103.49,2-year,bank,3,,,0
C02647,41,109.59,monthly,card,15,price,29.0,1
C02648,57,68.33,monthly,auto,9,,,0
C02649,68,109.43,monthly,card,3,,,0
C02650,24,47.68,1-year,card,2,other,48.0,1
C02651,64,85.84,monthly,auto,0,,,0
C02652,64,28.8,2-year,check,7,,,0
C02653,72,67.39,monthly,card,1,,,0
C02654,27,41.73,monthly,bank,9,,,0
C02655,62,26.28,monthly,check,6,,,0
C02656,41,20.37,monthly,check,10,competitor,29.0,1
C02657,5,52.48,monthly,bank,3,other,26.0,1
C02658,20,78.95,1-year,bank,2,,,0
C02659,49,65.52,monthly,card,1,,,0
C02660,12,50.18,1-year,card,1,price,29.0,1
C02661,32,119.12,monthly,auto,1,price,5.0,1
C02662,56,113.95,1-year,card,4,,,0
C02663,11,32.57,monthly,auto,12,price,1.0,1
C02664,36,61.51,1-year,card,9,,,0
C02665,16,84.88,monthly,auto,4,other,27.0,1
C02666,39,93.35,2-year,bank,14,,,0
C02667,18,56.64,2-year,auto,12,,,0
C02668,70,94.63,2-year,auto,12,,,0
C02669,6,32.42,2-year,bank,14,,,0
C02670,70,53.18,monthly,check,11,,,0
C02671,58,91.64,1-year,bank,15,,,0
C02672,62,82.57,monthly,auto,5,competitor,23.0,1
C02673,62,103.72,2-year,auto,13,,,0
C02674,14,24.69,monthly,auto,1,,,0
C02675,68,37.44,monthly,check,4,,,0
C02676,43,24.85,1-year,bank,14,,,0
C02677,70,39.21,monthly,card,2,,,0
C02678,64,20.43,1-year,check,8,,,0
C02679,42,70.42,monthly,card,5,,,0
C02680,27,72.83,1-year,check,1,,,0
C02681,9,85.79,2-year,auto,3,,,0
C02682,8,58.49,1-year,card,8,other,49.0,1
C02683,29,20.32,monthly,auto,10,competitor,50.0,1
C02684,59,87.39,monthly,check,10,competitor,56.0,1
C02685,37,25.43,monthly,card,2,,,0
C02686,35,106.62,monthly,check,5,,,0
C02687,18,22.27,1-year,card,1,,,0
C02688,41,73.05,monthly,check,0,,,0
C02689,46,109.49,monthly,check,6,,,0
C02690,71,77.25,monthly,check,9,,,0
C02691,53,80.84,2-year,bank,5,,,0
C02692,44,88.16,monthly,card,0,,,0
C02693,66,32.24,monthly,bank,3,,,0
C02694,31,87.49,monthly,auto,6,competitor,27.0,1
C02695,68,108.04,monthly,auto,5,,,0
C02696,27,117.42,2-year,card,13,,,0
C02697,10,64.31,monthly,bank,9,service,47.0,1
C02698,31,54.45,1-year,auto,15,,,0
C02699,10,95.33,1-year,bank,2,,,0
C02700,9,74.29,2-year,card,5,,,0
C02701,64,45.73,1-year,auto,1,,,0
C02702,58,37.22,1-year,bank,0,,,0
C02703,16,37.02,monthly,check,14,,,0
C02704,61,65.92,monthly,bank,7,competitor,19.0,1
C02705,5,37.01,1-year,check,10,service,58.0,1
C02706,21,21.97,1-year,bank,4,,,0
C02707,51,25.21,1-year,check,0,,,0
C02708,22,112.99,monthly,bank,14,competitor,53.0,1
C02709,53,27.3,monthly,check,10,,,0
C02710,63,27.32,monthly,card,11,,,0
C02711,5,65.12,monthly,card,8,,,0
C02712,2,44.51,monthly,check,6,competitor,23.0,1
C02713,68,116.27,monthly,card,6,,,0
C02714,38,111.1,1-year,auto,12,competitor,46.0,1
C02715,37,60.47,1-year,auto,3,,,0
C02716,34,64.87,1-year,bank,5,,,0
C02717,32,57.51,1-year,bank,4,competitor,37.0,1
C02718,50,23.79,monthly,check,8,,,0
C02719,42,49.28,monthly,card,15,,,0
C02720,12,32.27,1-year,auto,14,other,50.0,1
C02721,46,30.24,2-year,card,8,,,0
C02722,49,76.09,1-year,bank,3,,,0
C02723,9,29.88,1-year,card,15,,,0
C02724,28,30.29,1-year,auto,5,,,0
C02725,57,68.05,1-year,card,5,,,0
C02726,45,64.23,1-year,bank,14,other,20.0,1
C02727,10,33.76,1-year,auto,4,,,0
C02728,3,20.44,monthly,bank,7,,,0
C02729,42,39.3,monthly,card,14,service,13.0,1
C02730,34,43.59,monthly,card,5,,,0
C02731,70,100.02,1-year,check,9,,,0
C02732,38,111.54,1-year,card,0,,,0
C02733,68,60.59,monthly,bank,15,,,0
C02734,16,60.5,monthly,check,6,service,28.0,1
C02735,33,91.25,1-year,bank,10,,,0
C02736,11,82.69,monthly,auto,8,price,30.0,1
C02737,42,38.41,2-year,check,6,,,0
C02738,14,30.77,monthly,card,6,,,0
C02739,36,63.76,monthly,auto,0,other,29.0,1
C02740,25,76.48,monthly,auto,4,service,10.0,1
C02741,14,33.87,monthly,card,6,,,0
C02742,7,49.33,monthly,bank,5,service,33.0,1
C02743,37,50.59,monthly,bank,4,,,0
C02744,69,46.13,monthly,bank,10,,,0
C02745,15,66.08,monthly,bank,13,price,35.0,1
C02746,30,85.31,1-year,auto,14,,,0
C02747,17,70.94,monthly,check,15,other,26.0,1
C02748,59,40.15,monthly,auto,10,,,0
C02749,30,30.29,monthly,bank,6,,,0
C02750,71,102.19,2-year,check,10,,,0
C02751,18,67.93,1-year,card,2,,,0
C02752,6,26.21,2-year,bank,13,other,19.0,1
C02753,42,45.81,2-year,check,8,,,0
C02754,47,100.4,monthly,card,2,,,0
C02755,72,95.17,1-year,auto,6,,,0
C02756,63,107.58,monthly,bank,4,,,0
C02757,64,80.21,2-year,card,5,,,0
C02758,46,62.29,monthly,auto,0,,,0
C02759,26,62.66,monthly,card,0,,,0
C02760,31,39.4,2-year,bank,5,,,0
C02761,10,85.08,2-year,card,4,,,0
C02762,32,78.51,2-year,check,15,,,0
C02763,27,35.49,monthly,auto,4,,,0
C02764,3,108.57,monthly,card,5,price,15.0,1
C02765,15,56.85,monthly,bank,14,competitor,41.0,1
C02766,39,24.97,monthly,bank,13,price,22.0,1
C02767,27,52.79,monthly,check,0,,,0
C02768,72,106.99,monthly,bank,1,,,0
C02769,35,111.7,1-year,check,1,,,0
C02770,70,69.04,monthly,check,7,,,0
C02771,48,115.63,1-year,card,9,,,0
C02772,3,107.52,2-year,check,5,,,0
C02773,15,102.52,1-year,check,0,,,0
C02774,51,105.97,monthly,auto,3,,,0
C02775,40,58.19,monthly,check,9,other,55.0,1
C02776,22,95.65,monthly,auto,5,competitor,58.0,1
C02777,38,77.73,1-year,bank,1,,,0
C02778,66,91.97,monthly,check,10,,,0
C02779,28,37.78,monthly,auto,9,service,22.0,1
C02780,4,93.14,2-year,card,7,price,57.0,1
C02781,23,115.76,1-year,check,15,price,45.0,1
C02782,68,50.27,2-year,auto,13,,,0
C02783,55,118.62,monthly,check,0,price,21.0,1
C02784,61,57.84,2-year,auto,14,,,0
C02785,66,39.97,monthly,bank,0,,,0
C02786,9,31.23,monthly,auto,7,competitor,57.0,1
C02787,21,98.5,2-year,check,14,other,14.0,1
C02788,5,75.48,2-year,bank,15,competitor,32.0,1
C02789,1,50.71,monthly,card,0,,,0
C02790,61,80.85,monthly,card,1,,,0
C02791,68,53.21,monthly,bank,3,,,0
C02792,12,64.84,1-year,auto,4,,,0
C02793,52,106.27,2-year,bank,4,,,0
C02794,39,86.82,monthly,bank,6,other,47.0,1
C02795,5,96.24,monthly,bank,5,competitor,20.0,1
C02796,66,78.35,1-year,bank,9,,,0
C02797,63,119.14,1-year,auto,13,,,0
C02798,41,44.14,monthly,bank,8,competitor,46.0,1
C02799,51,46.23,1-year,bank,5,competitor,53.0,1
C02800,29,29.26,2-year,check,9,,,0
C02801,58,75.4,monthly,check,9,service,26.0,1
C02802,33,81.34,1-year,bank,14,price,48.0,1
C02803,72,92.6,1-year,card,15,,,0
C02804,5,53.54,1-year,check,4,price,53.0,1
C02805,13,21.23,2-year,check,14,,,0
C02806,70,83.22,1-year,check,13,,,0
C02807,21,119.87,1-year,check,2,,,0
C02808,23,49.45,monthly,check,8,other,28.0,1
C02809,57,38.39,1-year,auto,2,,,0
C02810,14,48.18,monthly,card,7,other,52.0,1
C02811,37,62.54,monthly,card,0,,,0
C02812,21,45.09,monthly,auto,4,price,47.0,1
C02813,15,54.7,1-year,auto,9,,,0
C02814,70,83.82,2-year,bank,4,,,0
C02815,15,54.5,1-year,check,0,price,41.0,1
C02816,7,59.61,2-year,bank,6,,,0
C02817,49,24.0,monthly,auto,8,other,42.0,1
C02818,63,111.79,1-year,bank,12,,,0
C02819,10,60.69,2-year,auto,2,,,0
C02820,51,52.81,monthly,bank,7,,,0
C02821,39,28.65,2-year,bank,3,,,0
C02822,60,83.42,1-year,check,2,,,0
C02823,10,106.38,monthly,bank,1,competitor,19.0,1
C02824,71,24.12,1-year,card,12,,,0
C02825,45,34.53,monthly,card,14,price,55.0,1
C02826,61,34.64,monthly,auto,10,,,0
C02827,27,80.23,monthly,bank,6,service,21.0,1
C02828,68,112.12,monthly,card,15,,,0
C02829,46,63.78,monthly,auto,7,competitor,46.0,1
C02830,10,54.38,2-year,auto,8,,,0
C02831,67,96.58,monthly,bank,10,,,0
C02832,58,94.26,2-year,check,10,,,0
C02833,22,44.68,1-year,auto,7,,,0
C02834,40,36.08,monthly,card,7,,,0
C02835,28,55.78,monthly,bank,5,service,14.0,1
C02836,40,97.56,2-year,check,10,,,0
C02837,70,89.51,1-year,check,10,,,0
C02838,65,86.59,2-year,bank,6,,,0
C02839,16,102.94,monthly,card,11,service,43.0,1
C02840,70,47.71,1-year,auto,2,,,0
C02841,32,53.97,1-year,check,6,,,0
C02842,51,24.23,2-year,auto,15,,,0
C02843,56,106.87,monthly,bank,11,,,0
C02844,35,78.24,2-year,check,11,,,0
C02845,33,49.81,monthly,bank,13,,,0
C02846,33,26.94,2-year,bank,9,,,0
C02847,63,92.34,1-year,check,10,,,0
C02848,28,94.87,1-year,auto,7,competitor,16.0,1
C02849,21,86.62,monthly,auto,13,other,7.0,1
C02850,27,40.38,2-year,check,11,,,0
C02851,15,111.32,monthly,card,8,price,48.0,1
C02852,29,95.32,monthly,check,2,service,35.0,1
C02853,9,85.78,1-year,auto,12,competitor,27.0,1
C02854,7,85.09,1-year,bank,5,,,0
C02855,53,110.44,monthly,check,5,,,0
C02856,6,112.83,1-year,bank,1,other,21.0,1
C02857,41,79.56,monthly,card,3,,,0
C02858,57,61.67,1-year,check,2,,,0
C02859,53,56.37,1-year,bank,1,,,0
C02860,33,101.91,1-year,check,0,,,0
C02861,14,84.46,2-year,check,4,,,0
C02862,68,27.73,1-year,auto,12,,,0
C02863,61,34.22,monthly,auto,13,price,26.0,1
C02864,45,110.02,1-year,check,3,,,0
C02865,7,108.45,monthly,card,6,competitor,17.0,1
C02866,3,115.18,monthly,check,13,service,24.0,1
C02867,23,62.79,1-year,auto,11,,,0
C02868,12,98.41,monthly,bank,14,service,53.0,1
C02869,62,102.82,monthly,check,6,price,12.0,1
C02870,15,51.57,2-year,auto,2,,,0
C02871,21,34.53,monthly,bank,2,price,26.0,1
C02872,71,119.7,monthly,bank,11,,,0
C02873,59,23.02,monthly,bank,0,,,0
C02874,16,79.73,monthly,auto,7,service,2.0,1
C02875,28,85.02,1-year,bank,5,,,0
C02876,38,88.18,1-year,bank,14,,,0
C02877,48,45.56,1-year,check,15,other,6.0,1
C02878,68,92.16,monthly,check,7,service,55.0,1
C02879,63,41.64,1-year,auto,9,,,0
C02880,71,102.9,monthly,auto,6,,,0
C02881,3,41.91,1-year,auto,12,,,0
C02882,18,89.67,1-year,auto,4,service,12.0,1
C02883,41,98.34,monthly,bank,11,other,41.0,1
C02884,4,38.89,2-year,bank,14,other,41.0,1
C02885,26,43.8,1-year,check,2,,,0
C02886,12,97.91,monthly,check,3,,,0
C02887,68,28.6,1-year,check,6,,,0
C02888,5,39.08,1-year,card,13,price,6.0,1
C02889,11,65.55,monthly,card,10,price,22.0,1
C02890,15,113.02,monthly,card,3,service,22.0,1
C02891,11,76.19,1-year,bank,5,,,0
C02892,41,58.77,2-year,auto,10,,,0
C02893,27,117.84,1-year,auto,15,price,15.0,1
C02894,66,66.37,1-year,auto,7,,,0
C02895,19,63.37,1-year,check,1,competitor,54.0,1
C02896,39,61.16,monthly,card,1,service,41.0,1
C02897,48,51.22,monthly,auto,0,,,0
C02898,46,52.57,monthly,auto,2,price,29.0,1
C02899,58,88.78,2-year,auto,6,,,0
C02900,15,24.08,2-year,bank,4,,,0
C02901,37,88.18,2-year,card,4,,,0
C02902,58,40.12,monthly,auto,12,,,0
C02903,63,58.42,1-year,card,7,,,0
C02904,45,34.65,1-year,auto,11,,,0
C02905,47,75.28,monthly,auto,8,,,0
C02906,63,92.94,monthly,auto,3,competitor,15.0,1
C02907,45,55.47,1-year,check,15,,,0
C02908,69,36.34,1-year,auto,7,,,0
C02909,10,42.65,1-year,auto,13,other,42.0,1
C02910,26,101.81,monthly,auto,1,service,26.0,1
C02911,9,46.76,1-year,bank,13,other,2.0,1
C02912,7,97.47,monthly,check,11,competitor,13.0,1
C02913,34,53.12,monthly,auto,3,,,0
C02914,17,38.87,1-year,card,12,competitor,51.0,1
C02915,30,92.73,monthly,card,11,competitor,40.0,1
C02916,32,66.85,2-year,bank,14,,,0
C02917,45,23.13,monthly,bank,3,,,0
C02918,69,115.99,monthly,auto,14,,,0
C02919,62,34.78,monthly,auto,12,,,0
C02920,28,55.34,1-year,card,5,competitor,47.0,1
C02921,24,58.48,monthly,bank,5,,,0
C02922,56,68.94,monthly,auto,4,,,0
C02923,9,98.54,monthly,check,7,price,17.0,1
C02924,39,20.61,monthly,card,14,,,0
C02925,31,113.25,1-year,check,13,,,0
C02926,14,84.6,monthly,auto,2,service,11.0,1
C02927,45,115.06,monthly,bank,2,,,0
C02928,24,101.74,1-year,bank,0,other,60.0,1
C02929,14,112.78,monthly,check,9,service,50.0,1
C02930,48,80.1,1-year,auto,5,,,0
C02931,13,55.73,monthly,check,12,service,25.0,1
C02932,49,64.29,1-year,auto,12,,,0
C02933,12,85.8,monthly,auto,3,competitor,10.0,1
C02934,32,62.69,monthly,bank,11,,,0
C02935,59,93.17,monthly,bank,12,price,25.0,1
C02936,17,29.18,2-year,check,15,,,0
C02937,56,103.0,monthly,card,11,,,0
C02938,52,40.42,2-year,card,5,,,0
C02939,65,114.39,2-year,card,15,,,0
C02940,13,35.55,monthly,auto,4,price,41.0,1
C02941,52,32.92,monthly,auto,12,competitor,37.0,1
C02942,68,101.19,monthly,auto,6,other,7.0,1
C02943,55,101.87,2-year,card,14,,,0
C02944,14,93.88,1-year,bank,12,competitor,58.0,1
C02945,60,116.05,1-year,bank,9,,,0
C02946,8,47.05,monthly,card,3,service,15.0,1
C02947,43,102.66,2-year,bank,3,,,0
C02948,36,55.2,monthly,bank,15,service,23.0,1
C02949,39,73.74,monthly,auto,12,,,0
C02950,38,64.56,monthly,card,8,other,34.0,1
C02951,3,20.59,monthly,auto,14,service,28.0,1
C02952,37,77.45,2-year,auto,12,,,0
C02953,68,94.75,1-year,card,6,,,0
C02954,32,37.46,monthly,bank,13,other,40.0,1
C02955,20,113.17,monthly,bank,12,other,26.0,1
C02956,72,73.04,1-year,auto,7,,,0
C02957,8,37.82,1-year,auto,0,competitor,23.0,1
C02958,36,84.59,monthly,auto,11,,,0
C02959,37,39.19,monthly,bank,5,competitor,56.0,1
C02960,35,26.35,1-year,auto,5,,,0
C02961,67,88.53,2-year,auto,11,,,0
C02962,31,31.07,1-year,check,12,,,0
C02963,71,30.62,monthly,card,1,,,0
C02964,5,93.99,1-year,bank,13,service,33.0,1
C02965,53,25.52,monthly,card,4,,,0
C02966,43,100.98,2-year,auto,9,,,0
C02967,18,99.61,monthly,bank,13,competitor,37.0,1
C02968,17,34.14,monthly,check,3,,,0
C02969,52,71.84,monthly,bank,3,service,23.0,1
C02970,46,29.66,monthly,auto,15,,,0
C02971,45,83.26,monthly,auto,5,other,12.0,1
C02972,4,26.29,1-year,bank,15,,,0
C02973,44,114.45,1-year,bank,5,,,0
C02974,71,40.77,2-year,card,9,,,0
C02975,2,88.29,monthly,card,8,price,11.0,1
C02976,34,32.83,monthly,auto,15,,,0
C02977,36,40.96,monthly,auto,8,price,10.0,1
C02978,65,65.09,monthly,auto,8,,,0
C02979,21,77.31,monthly,check,7,other,16.0,1
C02980,35,119.89,2-year,card,6,,,0
C02981,52,22.59,2-year,card,7,,,0
C02982,5,20.03,monthly,check,7,service,3.0,1
C02983,58,55.04,1-year,bank,12,,,0
C02984,60,56.62,1-year,card,0,,,0
C02985,52,108.38,monthly,card,8,,,0
C02986,47,111.26,1-year,check,8,other,12.0,1
C02987,54,108.05,monthly,auto,12,,,0
C02988,57,34.32,monthly,bank,10,,,0
C02989,66,61.21,2-year,auto,6,,,0
C02990,31,94.59,1-year,bank,1,,,0
C02991,33,51.26,monthly,check,5,,,0
C02992,46,86.32,monthly,card,4,,,0
C02993,14,43.71,2-year,check,3,,,0
C02994,62,52.34,monthly,bank,11,competitor,52.0,1
C02995,56,106.04,2-year,auto,7,,,0
C02996,46,45.05,2-year,bank,12,,,0
C02997,22,116.43,monthly,card,2,,,0
C02998,26,50.63,1-year,card,15,competitor,45.0,1
C02999,32,22.35,1-year,bank,7,,,0
C03000,48,45.49,1-year,bank,4,,,0
C03001,57,37.12,monthly,bank,5,price,45.0,1
C03002,49,70.68,monthly,check,13,other,49.0,1
C03003,67,31.27,monthly,auto,11,,,0
C03004,70,82.6,1-year,check,2,,,0
C03005,51,107.49,1-year,bank,15,other,11.0,1
C03006,27,56.25,1-year,check,2,,,0
C03007,44,36.85,1-year,auto,4,,,0
C03008,31,60.0,monthly,card,11,price,2.0,1
C03009,46,98.6,monthly,card,8,,,0
C03010,59,79.15,1-year,card,7,,,0
C03011,27,30.11,1-year,auto,14,,,0
C03012,37,73.72,1-year,auto,12,,,0
C03013,4,66.81,monthly,bank,15,service,42.0,1
C03014,54,52.71,monthly,auto,4,,,0
C03015,36,31.02,2-year,check,13,,,0
C03016,34,118.11,monthly,auto,3,other,25.0,1
C03017,39,37.6,monthly,auto,12,,,0
C03018,16,39.27,1-year,auto,8,competitor,38.0,1
C03019,44,34.56,1-year,bank,9,other,54.0,1
C03020,54,77.02,2-year,check,1,,,0
C03021,26,64.37,2-year,card,14,competitor,48.0,1
C03022,10,44.96,1-year,auto,4,,,0
C03023,28,62.94,monthly,bank,9,price,3.0,1
C03024,15,87.35,monthly,bank,2,competitor,30.0,1
C03025,27,48.17,2-year,check,14,,,0
C03026,46,111.52,monthly,auto,5,,,0
C03027,9,50.63,2-year,check,12,,,0
C03028,54,39.82,1-year,auto,12,,,0
C03029,17,115.46,monthly,check,8,price,51.0,1
C03030,65,101.06,1-year,auto,1,service,55.0,1
C03031,53,54.31,1-year,check,4,,,0
C03032,20,104.14,monthly,bank,9,other,11.0,1
C03033,41,71.88,monthly,auto,8,other,42.0,1
C03034,8,54.68,1-year,bank,9,,,0
C03035,8,103.96,monthly,check,3,other,25.0,1
C03036,69,95.22,monthly,bank,8,,,0
C03037,58,49.79,1-year,bank,1,,,0
C03038,12,80.67,1-year,bank,7,,,0
C03039,21,56.94,1-year,bank,1,,,0
C03040,15,20.11,2-year,auto,10,,,0
C03041,29,116.18,2-year,auto,9,,,0
C03042,21,74.96,monthly,check,13,other,45.0,1
C03043,24,79.84,monthly,card,7,,,0
C03044,39,79.99,1-year,card,2,,,0
C03045,14,75.06,monthly,card,3,service,60.0,1
C03046,64,49.0,2-year,check,13,,,0
C03047,53,117.16,1-year,auto,15,,,0
C03048,55,82.17,monthly,bank,0,,,0
C03049,13,87.09,1-year,bank,10,,,0
C03050,51,65.48,1-year,check,7,competitor,3.0,1
C03051,61,48.79,2-year,auto,4,,,0
C03052,13,26.43,monthly,bank,8,competitor,17.0,1
C03053,55,55.02,2-year,bank,14,,,0
C03054,26,37.61,monthly,check,3,,,0
C03055,57,86.21,1-year,auto,13,,,0
C03056,35,107.9,2-year,check,1,,,0
C03057,58,50.28,monthly,check,11,,,0
C03058,11,53.29,monthly,check,1,,,0
C03059,29,87.04,2-year,card,0,,,0
C03060,20,34.93,2-year,auto,0,,,0
C03061,18,112.94,monthly,card,12,,,0
C03062,23,56.38,1-year,bank,9,service,48.0,1
C03063,28,30.12,2-year,bank,11,,,0
C03064,10,37.47,monthly,check,2,,,0
C03065,51,113.27,1-year,card,14,service,40.0,1
C03066,40,44.71,monthly,card,12,other,21.0,1
C03067,60,86.23,monthly,auto,7,,,0
C03068,51,35.62,2-year,bank,14,,,0
C03069,11,39.41,monthly,check,2,,,0
C03070,6,107.92,2-year,check,4,service,45.0,1
C03071,31,34.8,1-year,check,0,,,0
C03072,35,21.88,1-year,check,2,,,0
C03073,18,70.12,monthly,check,13,price,6.0,1
C03074,57,106.27,monthly,auto,6,price,55.0,1
C03075,42,52.6,2-year,auto,10,,,0
C03076,54,32.82,1-year,bank,14,,,0
C03077,8,118.22,1-year,card,12,price,7.0,1
C03078,59,87.67,monthly,auto,6,,,0
C03079,15,105.07,monthly,bank,5,other,26.0,1
C03080,33,95.21,monthly,bank,1,price,15.0,1
C03081,32,89.82,1-year,card,13,,,0
C03082,60,58.46,monthly,check,15,,,0
C03083,20,52.43,1-year,check,8,,,0
C03084,18,91.7,monthly,auto,7,competitor,53.0,1
C03085,25,91.67,monthly,check,13,competitor,13.0,1
C03086,26,115.06,1-year,check,5,,,0
C03087,14,76.87,1-year,check,6,,,0
C03088,13,49.46,2-year,auto,14,,,0
C03089,17,68.95,monthly,auto,6,competitor,27.0,1
C03090,34,81.37,1-year,auto,14,,,0
C03091,25,62.67,monthly,bank,2,,,0
