age,income,years_experience,region,account_type,marketing_channel,subscription_months,support_tickets_last_year,n_logins_last_30d,last_login_days_ago,device_type,education_level,target
27,52142.24,6,south,premium,paid,2,5,71,79,mobile,masters,1
25,43012.88,8,south,basic,referral,3,18,87,5,desktop,high_school,0
38,37751.72,15,east,basic,organic,59,0,8,122,desktop,bachelors,1
50,55559.35,25,south,premium,social,32,1,3,133,desktop,masters,1
50,36191.19,19,north,premium,organic,24,13,33,144,mobile,bachelors,0
59,44922.36,21,east,basic,organic,49,12,85,188,mobile,bachelors,1
34,30506.38,10,east,premium,organic,38,11,50,88,mobile,high_school,0
63,52302.9,34,south,enterprise,social,40,19,72,10,mobile,bachelors,0
41,69599.8,16,south,premium,organic,42,18,24,39,mobile,bachelors,0
31,43167.84,10,north,enterprise,referral,12,15,33,268,mobile,bachelors,0
56,14690.74,25,south,enterprise,paid,6,3,88,241,desktop,bachelors,0
24,69858.21,4,west,premium,referral,44,2,49,95,mobile,high_school,0
39,52686.28,8,east,premium,paid,2,2,78,344,mobile,high_school,0
59,27012.67,25,west,premium,social,44,12,64,198,desktop,high_school,0
58,77960.86,21,east,enterprise,paid,8,14,17,291,desktop,bachelors,0
31,21182.8,6,west,premium,paid,16,16,95,289,desktop,high_school,0
26,91788.71,7,south,basic,organic,43,2,95,109,mobile,masters,1
19,47362.21,3,north,basic,paid,38,5,78,216,desktop,bachelors,0
22,12565.13,0,west,premium,social,47,7,47,217,mobile,high_school,0
61,54556.81,29,east,enterprise,organic,37,13,43,166,desktop,bachelors,1
59,38418.12,23,west,basic,social,3,0,30,232,tablet,masters,1
44,35097.68,13,east,enterprise,organic,51,17,65,123,desktop,high_school,0
48,31488.09,24,south,basic,social,13,1,31,35,tablet,high_school,0
35,45418.31,12,north,basic,referral,9,11,18,16,mobile,high_school,0
28,36639.67,3,south,enterprise,social,53,19,6,163,mobile,high_school,0
18,16090.52,0,east,enterprise,paid,12,4,42,334,mobile,masters,1
53,105160.26,17,west,premium,referral,33,14,82,78,mobile,phd,1
19,42335.68,0,west,enterprise,organic,30,11,79,216,mobile,high_school,0
23,31597.68,0,east,premium,paid,47,17,85,60,tablet,masters,1
60,24908.04,28,south,enterprise,referral,3,12,61,231,mobile,high_school,0
48,77842.22,18,north,enterprise,organic,7,17,87,67,tablet,bachelors,0
43,22492.58,17,south,basic,referral,25,8,79,161,tablet,masters,1
29,53124.44,4,west,basic,paid,29,3,81,295,desktop,bachelors,0
25,34537.83,0,east,basic,paid,48,14,51,136,tablet,high_school,0
42,35765.83,11,east,basic,referral,37,20,8,341,mobile,bachelors,1
37,25282.41,8,west,basic,organic,9,9,38,17,tablet,phd,1
46,33786.22,13,north,basic,referral,59,17,85,30,desktop,high_school,0
26,49280.68,2,west,basic,social,28,18,74,61,desktop,high_school,0
30,56454.33,10,east,premium,organic,58,13,1,89,desktop,high_school,0
23,30596.61,4,north,basic,organic,60,16,9,155,tablet,bachelors,1
40,46417.85,11,east,basic,organic,4,11,66,334,tablet,bachelors,0
32,83539.32,14,north,basic,paid,31,16,98,88,mobile,masters,1
29,18077.49,10,east,basic,referral,26,7,73,130,mobile,masters,0
47,48836.76,21,south,premium,social,30,11,95,16,mobile,masters,1
44,27709.47,20,north,enterprise,paid,19,1,6,261,desktop,masters,1
29,26066.06,10,east,premium,organic,34,4,88,199,mobile,high_school,1
55,57331.58,29,south,premium,organic,30,12,12,16,desktop,bachelors,0
36,35342.77,9,north,enterprise,paid,12,15,89,169,mobile,high_school,0
36,23621.63,15,west,premium,paid,18,0,98,79,tablet,high_school,0
43,108506.99,12,south,basic,social,9,1,51,154,desktop,phd,1
25,85140.13,2,east,basic,organic,51,0,53,104,desktop,bachelors,1
40,15376.82,18,east,premium,referral,41,10,50,287,mobile,phd,1
48,20238.52,15,north,premium,paid,24,7,55,21,desktop,bachelors,1
24,69987.66,3,west,premium,social,24,1,82,219,mobile,bachelors,0
47,41318.92,16,south,basic,social,5,16,28,290,desktop,bachelors,0
20,120613.29,0,north,enterprise,social,18,11,28,0,tablet,high_school,0
49,70955.05,17,south,premium,paid,56,0,97,331,desktop,high_school,0
19,58669.74,0,east,enterprise,paid,2,14,85,278,tablet,bachelors,0
27,26552.58,6,north,premium,organic,9,19,54,102,mobile,high_school,0
36,65832.19,13,south,basic,organic,51,8,20,176,desktop,phd,1
50,22800.59,16,east,basic,referral,32,19,96,249,tablet,high_school,0
56,107274.55,22,east,basic,social,2,8,88,189,desktop,high_school,0
42,63150.95,11,south,basic,referral,30,1,33,276,tablet,masters,1
24,29884.69,0,south,enterprise,paid,45,2,54,325,desktop,high_school,0
38,79443.91,12,north,basic,organic,21,1,42,131,mobile,phd,1
59,188134.97,27,south,basic,referral,23,6,85,39,mobile,masters,1
22,43020.4,1,east,basic,organic,38,8,69,157,desktop,high_school,0
55,68203.28,19,south,premium,organic,36,9,49,219,tablet,bachelors,1
38,37831.69,10,south,basic,organic,55,10,97,283,desktop,bachelors,1
18,51596.61,0,south,basic,social,15,18,61,103,mobile,masters,1
54,19844.05,21,east,enterprise,paid,17,0,48,339,desktop,masters,1
19,49005.23,4,east,basic,social,10,18,93,13,desktop,masters,1
37,50319.42,13,south,enterprise,paid,40,5,45,212,mobile,bachelors,1
28,144263.77,11,east,basic,referral,33,20,42,160,desktop,high_school,0
48,16697.23,15,east,premium,social,21,2,39,254,tablet,bachelors,0
20,41417.96,0,north,premium,social,42,2,22,103,desktop,phd,1
22,106177.8,0,south,basic,organic,23,2,28,341,mobile,bachelors,0
46,42401.42,13,north,premium,organic,12,6,9,0,desktop,bachelors,0
70,44231.61,38,west,basic,organic,33,19,73,298,mobile,bachelors,1
20,29733.94,1,south,basic,paid,27,9,59,180,desktop,masters,0
42,28013.36,17,south,enterprise,organic,25,3,94,188,tablet,phd,1
60,16391.0,25,east,enterprise,referral,27,13,61,113,desktop,high_school,0
33,33606.37,4,east,basic,paid,55,10,8,143,tablet,high_school,0
44,27075.57,20,west,premium,social,13,14,62,158,desktop,bachelors,0
62,52618.51,30,south,basic,social,17,15,17,113,mobile,bachelors,0
56,30558.53,26,south,basic,referral,34,16,3,4,desktop,bachelors,0
33,36762.93,9,east,basic,referral,3,3,66,146,desktop,high_school,0
57,37371.99,24,east,premium,organic,9,10,2,147,mobile,bachelors,0
53,47624.42,21,west,premium,organic,34,13,41,264,mobile,bachelors,0
44,35699.31,19,east,premium,paid,31,11,90,172,desktop,bachelors,1
41,25924.1,11,south,enterprise,social,40,20,25,201,mobile,bachelors,1
67,51609.44,29,north,premium,organic,7,20,70,170,mobile,masters,1
64,93012.57,27,west,basic,paid,52,17,38,155,mobile,bachelors,1
70,52948.75,33,east,basic,referral,30,5,11,262,tablet,masters,1
53,33999.73,27,north,premium,paid,10,11,19,247,mobile,bachelors,0
37,45529.34,17,south,basic,social,19,16,7,362,desktop,bachelors,0
23,14322.98,3,east,basic,social,14,5,15,181,mobile,bachelors,0
24,45087.41,0,north,basic,organic,28,14,16,10,mobile,high_school,0
68,38552.93,37,east,basic,referral,29,5,89,214,mobile,high_school,0
37,27998.99,10,east,premium,organic,27,2,81,144,mobile,bachelors,0
23,31217.71,1,north,premium,paid,28,5,35,35,mobile,masters,1
29,38325.06,11,west,premium,social,55,19,73,313,mobile,bachelors,1
19,88918.45,0,west,enterprise,organic,58,20,20,231,desktop,high_school,0
46,94394.33,18,south,premium,social,30,17,64,229,mobile,bachelors,1
49,28088.76,25,south,basic,social,58,5,20,232,mobile,high_school,0
38,35923.74,11,west,premium,referral,50,16,64,359,mobile,masters,1
57,36477.32,26,south,basic,paid,50,4,36,251,tablet,masters,1
43,79676.29,11,west,enterprise,organic,14,2,86,261,mobile,bachelors,0
68,53492.88,37,north,premium,paid,27,5,84,274,desktop,bachelors,1
58,51827.38,25,east,basic,organic,22,2,33,265,desktop,high_school,0
21,67626.66,3,east,premium,organic,6,13,4,257,mobile,bachelors,0
32,34274.33,9,south,basic,organic,5,14,32,27,mobile,masters,1
57,111116.22,24,east,enterprise,referral,38,0,28,147,desktop,masters,0
46,48969.51,17,north,basic,organic,26,2,42,100,tablet,bachelors,1
57,29332.53,20,north,basic,paid,50,10,58,325,tablet,bachelors,1
35,42711.17,9,south,enterprise,referral,41,2,99,213,mobile,high_school,0
20,102657.86,0,north,basic,organic,6,17,6,188,mobile,high_school,1
59,37983.79,25,north,basic,paid,51,8,56,191,mobile,high_school,0
59,86658.87,24,south,premium,organic,30,8,17,249,mobile,bachelors,1
51,33684.48,23,north,premium,organic,34,0,55,279,tablet,phd,1
39,30964.66,17,north,basic,organic,58,14,64,73,mobile,bachelors,1
18,72820.91,4,north,basic,organic,39,15,81,363,mobile,high_school,0
56,29016.4,29,west,basic,paid,2,15,56,278,mobile,high_school,0
52,80299.94,24,north,basic,organic,11,11,17,75,tablet,high_school,0
53,60534.92,21,east,basic,paid,26,5,92,221,mobile,masters,1
27,29022.99,7,north,basic,referral,3,1,40,156,mobile,bachelors,0
56,46963.89,20,north,premium,referral,11,6,48,137,mobile,masters,1
56,35268.14,27,south,premium,paid,48,11,64,317,mobile,masters,1
63,60438.76,29,south,basic,social,9,2,26,104,mobile,high_school,0
48,152158.64,15,east,basic,referral,11,1,99,306,tablet,bachelors,0
56,39244.92,23,east,basic,referral,31,4,4,233,desktop,phd,1
39,67525.85,11,south,basic,paid,6,1,15,299,desktop,bachelors,0
54,49744.96,21,north,enterprise,organic,16,0,100,272,mobile,high_school,0
54,49733.53,18,west,basic,paid,57,10,45,227,mobile,phd,1
59,44394.77,21,north,enterprise,paid,38,15,90,69,desktop,masters,1
63,29306.06,27,west,premium,social,58,10,91,363,mobile,bachelors,0
18,59939.08,0,east,premium,social,22,1,100,235,desktop,bachelors,1
59,41223.14,31,south,enterprise,organic,37,7,73,130,desktop,high_school,0
60,28484.63,24,south,premium,social,15,0,69,93,mobile,masters,1
46,90084.55,16,south,premium,referral,23,13,61,42,mobile,bachelors,0
45,52021.16,22,east,basic,referral,11,4,69,115,tablet,high_school,0
56,42750.69,28,west,premium,social,50,8,25,48,tablet,bachelors,0
42,109538.79,10,south,basic,paid,12,18,82,324,mobile,phd,1
39,16290.72,8,west,basic,paid,13,12,18,159,mobile,masters,1
60,105207.77,23,north,enterprise,social,28,16,48,229,desktop,high_school,0
59,28908.39,26,north,premium,organic,26,7,37,294,desktop,high_school,0
28,55654.57,7,east,basic,referral,19,19,76,351,mobile,phd,1
61,34446.47,25,west,enterprise,social,22,15,25,165,tablet,phd,1
35,28175.25,6,south,basic,social,18,10,20,19,tablet,bachelors,0
25,107832.23,1,west,enterprise,organic,55,12,81,223,mobile,bachelors,0
64,149302.53,30,south,premium,referral,35,13,49,346,mobile,bachelors,0
30,42927.36,6,west,basic,organic,56,3,72,131,mobile,bachelors,1
28,59951.12,2,west,basic,social,60,5,88,37,tablet,high_school,0
32,50726.04,11,east,enterprise,paid,40,14,84,261,desktop,high_school,0
44,138455.48,17,east,basic,referral,50,9,40,227,tablet,high_school,0
26,13795.67,5,east,enterprise,social,7,16,17,56,desktop,masters,1
26,61468.13,10,west,basic,paid,57,11,96,1,desktop,high_school,0
38,31688.98,17,east,basic,paid,29,1,31,190,mobile,high_school,0
29,11925.35,2,south,premium,paid,43,13,77,54,mobile,bachelors,1
28,39485.23,10,west,basic,referral,15,12,77,67,tablet,high_school,0
66,148572.64,26,east,basic,referral,6,7,44,113,mobile,high_school,0
49,33069.63,20,east,premium,social,54,16,16,171,tablet,bachelors,0
18,78783.53,4,east,basic,organic,27,7,47,299,mobile,bachelors,0
23,100629.76,8,south,basic,paid,9,2,14,157,desktop,bachelors,0
61,48648.78,22,south,premium,paid,40,2,35,306,desktop,phd,1
32,52694.87,4,north,premium,organic,4,18,38,221,mobile,high_school,0
26,17504.64,2,west,premium,referral,28,7,52,143,desktop,phd,1
53,31898.1,20,east,premium,paid,43,8,18,186,tablet,phd,1
62,84474.46,26,west,premium,organic,44,6,85,51,mobile,masters,1
39,50838.41,12,south,basic,referral,28,15,7,357,mobile,bachelors,1
57,61108.42,23,west,enterprise,paid,23,12,99,110,desktop,bachelors,0
40,53098.0,15,south,basic,referral,51,18,31,329,desktop,bachelors,1
23,182627.23,7,south,enterprise,organic,12,18,49,236,desktop,bachelors,0
60,37861.43,28,west,premium,organic,5,20,88,107,mobile,high_school,0
66,128443.71,29,east,premium,organic,10,6,66,178,mobile,phd,0
70,53109.01,34,west,basic,paid,49,12,5,44,mobile,bachelors,0
23,135471.88,4,east,basic,referral,29,7,61,225,tablet,masters,1
47,23506.05,22,north,basic,referral,3,14,57,23,tablet,bachelors,0
51,54764.16,26,south,premium,organic,11,15,94,233,desktop,high_school,0
22,38707.47,0,west,basic,paid,2,5,56,72,mobile,bachelors,0
68,53299.56,37,south,basic,paid,49,18,100,47,tablet,bachelors,0
23,102071.19,6,east,premium,referral,28,6,53,81,mobile,bachelors,0
32,61530.35,5,north,basic,organic,5,20,19,32,mobile,high_school,0
69,101949.17,34,south,basic,referral,14,17,51,325,mobile,high_school,0
47,32789.62,14,west,premium,referral,37,0,92,342,desktop,bachelors,0
53,29920.51,22,west,basic,referral,36,8,1,338,mobile,bachelors,0
44,49496.79,11,south,basic,paid,50,8,40,262,mobile,phd,1
57,47897.03,23,north,basic,organic,2,17,4,84,desktop,high_school,0
22,43848.0,3,north,premium,organic,5,15,85,277,desktop,high_school,0
53,27579.31,20,north,enterprise,social,3,1,51,277,mobile,high_school,0
21,100628.52,0,west,basic,referral,24,17,72,86,mobile,bachelors,0
27,39430.61,4,south,premium,paid,44,4,97,305,desktop,bachelors,0
44,115340.84,16,south,basic,paid,40,7,84,364,mobile,bachelors,1
41,49397.05,17,west,premium,organic,13,3,41,138,mobile,phd,0
26,72334.56,1,west,basic,paid,40,3,94,215,tablet,high_school,0
60,68502.52,27,south,premium,referral,40,11,47,319,desktop,bachelors,1
33,29894.66,6,west,premium,organic,12,1,98,96,mobile,high_school,0
63,61103.34,25,south,premium,social,45,1,99,361,desktop,high_school,0
18,155904.63,0,south,basic,organic,26,16,22,110,desktop,bachelors,0
30,57009.17,10,west,premium,referral,4,7,78,354,mobile,high_school,0
33,84184.5,14,north,basic,paid,24,13,70,85,desktop,bachelors,0
49,74307.2,22,west,premium,social,47,20,77,271,desktop,bachelors,1
39,58937.32,12,east,premium,social,42,1,16,192,mobile,masters,1
26,54824.21,10,west,premium,paid,17,16,50,136,mobile,bachelors,1
48,68076.64,19,north,premium,paid,46,2,15,160,mobile,bachelors,0
68,77495.06,32,south,premium,social,24,15,90,83,desktop,bachelors,1
25,21779.0,5,west,premium,referral,28,6,88,245,desktop,high_school,0
31,56861.95,10,west,basic,organic,6,2,58,363,desktop,high_school,0
43,43894.89,16,west,basic,referral,60,4,13,214,mobile,bachelors,1
56,38757.67,24,south,premium,paid,51,7,66,101,desktop,phd,1
25,106678.9,2,east,premium,organic,12,15,44,245,desktop,high_school,0
30,31574.73,9,south,premium,social,34,14,79,160,mobile,bachelors,0
30,21229.32,9,south,premium,social,47,15,10,337,tablet,masters,0
50,79017.9,19,east,premium,organic,31,0,41,96,mobile,masters,1
22,20905.42,4,east,basic,paid,13,20,36,189,desktop,bachelors,1
52,15417.12,18,east,basic,organic,59,9,96,181,desktop,bachelors,1
40,84538.35,13,north,enterprise,social,17,2,30,324,desktop,bachelors,0
35,53918.74,16,west,basic,social,21,19,99,40,desktop,masters,1
63,65096.87,32,west,basic,social,23,16,93,226,mobile,high_school,0
61,37591.88,29,south,premium,organic,54,1,59,296,desktop,phd,1
60,21361.73,31,west,basic,organic,31,9,17,132,mobile,high_school,0
64,24065.33,30,west,basic,paid,44,19,22,184,desktop,masters,0
30,41634.59,9,south,premium,organic,55,14,1,107,desktop,high_school,0
63,22846.62,29,east,basic,organic,56,4,78,153,mobile,high_school,0
27,58937.44,9,west,enterprise,organic,52,14,73,347,desktop,high_school,0
35,37142.8,13,east,enterprise,referral,55,3,32,132,mobile,bachelors,0
47,54776.78,18,north,premium,referral,57,7,73,73,desktop,high_school,0
57,53803.24,21,east,enterprise,referral,60,4,58,212,mobile,high_school,0
48,61826.03,22,west,basic,organic,39,14,82,171,mobile,bachelors,1
47,66150.62,16,east,basic,referral,8,19,8,285,mobile,bachelors,0
37,39881.17,10,north,premium,paid,7,0,20,13,mobile,masters,1
49,54741.73,16,north,premium,paid,48,12,81,330,desktop,masters,0
43,56477.91,13,west,basic,referral,19,5,37,256,mobile,bachelors,0
43,11414.8,12,south,basic,referral,49,15,96,307,mobile,high_school,0
49,72252.01,16,west,basic,organic,57,2,88,149,tablet,high_school,0
49,53635.44,15,south,basic,social,39,7,9,163,mobile,phd,1
35,68763.57,9,west,basic,paid,46,4,40,122,mobile,high_school,0
25,22649.52,7,north,enterprise,referral,17,18,73,305,desktop,bachelors,0
33,40559.94,13,west,premium,social,27,1,13,26,desktop,phd,1
39,25465.56,10,west,premium,referral,58,12,86,193,mobile,phd,1
26,76631.3,4,south,basic,paid,50,2,9,95,mobile,bachelors,1
27,21097.93,9,south,basic,paid,13,12,11,233,desktop,bachelors,0
68,28079.84,34,west,basic,paid,57,16,54,352,desktop,bachelors,1
32,67547.64,13,west,premium,social,30,15,24,246,tablet,masters,0
57,33603.16,24,east,premium,social,51,0,64,16,mobile,high_school,0
24,28084.29,0,south,basic,referral,32,16,39,146,mobile,high_school,0
69,84459.86,29,west,enterprise,referral,37,6,27,11,desktop,bachelors,1
29,86562.94,9,east,premium,referral,10,14,84,177,mobile,high_school,0
38,75602.36,8,south,basic,referral,21,20,16,63,mobile,bachelors,1
59,81570.73,26,south,enterprise,organic,44,2,49,253,mobile,bachelors,1
28,42661.51,4,north,basic,paid,51,7,17,195,desktop,masters,1
47,43357.9,23,west,enterprise,paid,6,18,13,112,tablet,masters,1
59,33228.1,31,west,premium,paid,5,2,20,313,tablet,bachelors,0
19,54210.91,0,south,basic,paid,42,5,25,273,mobile,masters,1
19,35712.68,1,south,basic,social,27,11,41,229,mobile,high_school,0
59,37803.62,25,south,premium,social,51,20,47,129,tablet,bachelors,1
31,70258.76,11,north,premium,social,5,6,14,99,desktop,high_school,1
66,99780.05,29,west,premium,social,21,8,3,214,desktop,masters,1
67,62252.64,34,west,basic,referral,3,16,9,289,desktop,masters,1
64,143859.08,33,south,premium,referral,43,2,63,306,mobile,phd,1
70,32102.55,29,north,basic,organic,52,6,98,284,mobile,masters,0
61,16272.23,24,north,basic,social,10,6,2,8,tablet,phd,1
38,75265.47,12,east,basic,organic,20,8,3,360,mobile,high_school,0
70,30850.24,37,north,premium,referral,51,12,78,87,desktop,phd,1
36,41597.06,13,south,premium,organic,3,4,73,3,tablet,bachelors,0
49,16951.68,17,west,basic,paid,58,8,74,205,mobile,bachelors,1
18,28580.33,0,east,premium,paid,54,19,17,166,tablet,bachelors,1
69,19903.75,35,west,enterprise,referral,10,17,87,38,mobile,high_school,0
49,37775.58,25,north,basic,social,9,20,62,78,tablet,high_school,0
68,38687.39,31,south,basic,organic,42,14,15,75,mobile,high_school,0
36,51739.47,6,west,basic,organic,1,12,11,160,mobile,high_school,0
34,103139.09,6,west,basic,social,31,4,60,274,desktop,bachelors,0
45,73581.12,12,east,basic,organic,4,3,78,249,tablet,masters,1
63,18521.7,25,east,premium,referral,32,11,78,9,desktop,bachelors,1
47,70601.68,17,south,basic,social,22,8,59,63,desktop,bachelors,0
60,52420.49,25,east,premium,referral,43,16,52,223,tablet,bachelors,0
29,46226.3,5,north,enterprise,organic,53,0,70,293,desktop,bachelors,1
59,48357.68,29,north,basic,referral,30,18,13,12,tablet,high_school,0
56,55421.98,24,east,basic,social,39,3,36,122,mobile,masters,1
65,32366.13,33,north,basic,paid,37,8,9,42,mobile,high_school,0
21,43940.4,1,north,premium,referral,60,7,84,177,mobile,masters,1
38,99744.13,10,north,basic,organic,14,19,61,142,tablet,masters,1
22,32133.57,7,south,premium,social,15,15,78,63,mobile,bachelors,0
39,26425.04,13,west,premium,organic,23,0,50,353,mobile,masters,1
58,47239.02,30,west,premium,paid,45,17,93,279,mobile,high_school,0
51,24876.03,17,north,premium,organic,52,14,93,199,mobile,masters,1
57,17436.66,29,north,enterprise,social,17,1,62,280,desktop,masters,1
57,39867.62,27,west,enterprise,paid,7,16,84,114,mobile,masters,1
70,116911.57,30,north,premium,organic,37,0,66,342,tablet,bachelors,1
64,47898.41,32,east,basic,organic,36,8,73,150,tablet,masters,1
49,54564.91,23,north,premium,social,23,3,24,141,desktop,phd,1
64,13655.68,33,east,enterprise,organic,12,0,99,208,mobile,bachelors,0
20,63759.62,0,south,premium,referral,51,11,18,211,tablet,masters,0
56,51845.3,28,east,premium,referral,51,14,70,226,mobile,masters,1
45,32894.18,20,east,basic,referral,45,10,61,304,mobile,bachelors,1
68,54613.17,30,north,premium,referral,35,7,9,98,mobile,phd,1
44,54288.79,14,south,premium,social,16,10,78,258,mobile,bachelors,1
27,25959.87,2,east,enterprise,organic,25,3,7,72,desktop,bachelors,1
56,59821.01,24,west,basic,paid,5,1,51,87,mobile,high_school,0
68,100537.02,36,south,basic,organic,15,3,82,181,desktop,high_school,0
18,42754.73,4,north,basic,paid,28,1,12,191,desktop,masters,1
21,29127.66,0,east,basic,paid,27,16,36,236,mobile,bachelors,1
53,44066.36,18,north,premium,paid,5,12,51,50,mobile,bachelors,0
47,81860.18,13,west,basic,social,58,3,93,298,desktop,high_school,0
47,23487.15,19,west,premium,social,17,11,38,203,mobile,bachelors,0
22,69364.81,0,north,premium,paid,31,10,11,216,mobile,masters,1
48,32636.66,22,east,premium,referral,28,2,13,273,desktop,masters,0
48,56683.47,22,east,premium,referral,29,20,20,253,mobile,high_school,0
63,34940.48,26,south,premium,social,51,19,87,156,mobile,bachelors,1
38,34884.22,15,east,basic,organic,45,15,78,177,mobile,bachelors,1
36,122254.1,14,south,basic,referral,53,16,42,85,desktop,bachelors,1
22,21047.73,7,south,premium,paid,23,11,85,207,mobile,bachelors,0
48,65592.7,21,east,basic,paid,16,16,92,74,desktop,bachelors,0
52,138523.41,20,east,basic,referral,26,11,87,232,mobile,bachelors,1
32,73962.48,14,east,enterprise,organic,34,3,0,152,mobile,bachelors,1
56,22056.04,22,south,premium,organic,21,3,10,86,tablet,bachelors,0
67,22721.15,34,east,basic,referral,28,17,73,174,desktop,bachelors,0
27,31226.57,4,south,premium,organic,10,9,38,341,tablet,masters,0
48,53892.4,24,east,basic,paid,36,15,16,205,mobile,masters,1
54,56137.85,26,south,basic,paid,43,3,65,126,mobile,high_school,0
18,22856.3,1,east,basic,referral,32,9,35,164,desktop,masters,1
27,29037.56,2,south,basic,referral,53,1,92,221,tablet,masters,1
38,30125.0,10,south,basic,social,60,4,58,56,desktop,high_school,0
25,43982.71,9,north,premium,paid,55,2,24,205,desktop,bachelors,1
36,161267.1,14,east,basic,organic,6,4,94,12,desktop,high_school,0
25,28003.58,4,north,basic,organic,53,12,60,312,mobile,masters,1
65,27277.71,34,south,basic,paid,21,0,29,223,desktop,high_school,0
49,24837.65,23,south,basic,paid,28,4,14,41,desktop,bachelors,1
35,71777.53,10,east,premium,social,25,14,56,170,mobile,high_school,0
59,47819.8,30,west,basic,paid,18,3,75,323,mobile,bachelors,1
18,28631.54,3,west,premium,paid,53,11,84,353,mobile,phd,1
49,39431.59,20,west,basic,social,39,18,12,50,mobile,bachelors,0
54,30488.16,18,west,basic,referral,59,16,43,98,mobile,masters,0
60,58544.05,30,north,premium,referral,58,2,100,52,mobile,phd,1
29,245395.37,5,south,premium,paid,26,3,66,134,desktop,masters,1
49,68221.75,19,south,premium,organic,44,14,9,315,desktop,high_school,0
58,46360.68,28,north,basic,paid,31,7,92,258,mobile,masters,1
60,32892.99,30,west,basic,organic,30,8,69,94,desktop,high_school,0
27,21893.83,0,west,premium,paid,45,10,46,119,mobile,bachelors,1
69,76131.23,37,east,enterprise,social,42,12,78,223,mobile,masters,1
32,73689.27,7,west,basic,paid,55,9,65,218,tablet,bachelors,1
38,37061.7,14,east,premium,organic,47,0,26,169,desktop,bachelors,0
28,101518.91,10,south,basic,organic,38,1,80,154,desktop,bachelors,1
25,49645.56,1,north,enterprise,social,56,0,25,341,desktop,masters,1
31,78030.61,5,west,basic,organic,7,5,23,184,mobile,masters,1
25,58554.79,9,east,basic,paid,46,17,60,286,mobile,bachelors,1
56,44078.11,23,south,basic,referral,24,20,1,351,mobile,masters,1
49,27641.38,25,north,premium,organic,26,9,63,122,mobile,high_school,0
38,44921.78,11,west,premium,referral,47,0,55,285,tablet,high_school,0
46,81245.47,19,west,premium,organic,17,1,72,297,desktop,bachelors,1
50,36138.68,20,east,premium,referral,54,17,16,80,desktop,phd,1
27,63821.46,10,west,basic,organic,30,7,58,82,desktop,high_school,0
33,25600.28,10,south,basic,organic,21,18,44,59,desktop,high_school,0
64,78279.03,29,west,enterprise,organic,20,10,17,225,mobile,high_school,0
18,59146.03,0,east,basic,social,26,18,45,278,tablet,masters,1
68,23830.79,31,east,basic,paid,57,2,93,275,desktop,high_school,0
69,42855.59,32,west,basic,social,7,18,83,141,desktop,bachelors,1
31,85721.98,8,west,basic,paid,31,11,16,257,mobile,phd,1
34,23030.63,13,south,basic,social,51,9,85,10,desktop,high_school,0
28,25781.95,1,west,premium,paid,29,11,57,240,mobile,bachelors,1
47,47018.75,18,east,premium,paid,34,6,4,173,mobile,bachelors,1
29,176309.89,8,north,basic,referral,21,12,92,303,desktop,masters,1
59,32743.28,29,east,basic,organic,9,16,53,354,tablet,bachelors,1
38,65983.79,15,south,enterprise,social,39,17,92,203,desktop,bachelors,1
69,57301.45,32,east,premium,social,56,20,9,227,mobile,high_school,0
63,34416.39,25,south,enterprise,organic,32,8,16,339,mobile,masters,1
39,53996.8,12,north,basic,social,26,16,91,125,mobile,masters,1
49,37470.12,17,north,enterprise,organic,8,18,24,53,mobile,high_school,0
19,39549.85,0,west,enterprise,referral,57,0,55,185,mobile,bachelors,1
21,18092.21,3,north,basic,social,53,9,60,130,mobile,masters,0
44,48307.31,16,east,premium,organic,55,14,95,232,mobile,high_school,0
43,84074.29,19,east,basic,organic,22,9,34,286,mobile,high_school,0
39,50739.27,9,north,premium,referral,38,2,76,184,mobile,bachelors,0
22,94306.43,7,south,premium,paid,26,13,73,112,tablet,high_school,0
62,69438.48,28,south,basic,paid,15,8,70,206,tablet,high_school,0
39,47300.46,10,west,basic,referral,13,12,52,162,desktop,bachelors,0
42,33632.38,13,west,basic,organic,24,0,7,67,mobile,high_school,0
39,36616.04,17,south,premium,organic,34,0,26,282,mobile,bachelors,1
44,20286.15,18,north,premium,social,8,12,56,121,desktop,masters,1
52,41762.44,18,east,basic,referral,43,20,41,197,desktop,bachelors,1
58,53508.68,31,south,enterprise,referral,28,13,18,332,desktop,high_school,0
47,137207.91,14,south,basic,paid,53,19,69,68,desktop,masters,1
26,67305.16,3,south,basic,social,17,17,46,156,mobile,high_school,0
64,29175.59,32,east,basic,organic,4,5,79,63,tablet,masters,1
33,20668.77,9,south,premium,organic,19,2,55,159,desktop,bachelors,1
18,43306.96,0,west,premium,paid,59,11,37,110,mobile,masters,1
20,79782.44,6,south,premium,referral,20,13,10,335,mobile,high_school,0
59,42943.05,29,south,enterprise,organic,43,16,10,110,desktop,high_school,0
38,67859.22,18,west,basic,paid,51,10,51,224,mobile,bachelors,1
19,43972.72,0,south,basic,paid,18,19,35,50,mobile,high_school,0
61,75372.69,31,north,premium,referral,39,17,72,166,desktop,high_school,0
34,18800.62,7,north,basic,organic,13,12,63,305,desktop,masters,1
69,128349.11,36,east,premium,referral,22,11,28,245,tablet,masters,1
64,25147.4,30,east,basic,paid,18,0,76,103,mobile,high_school,0
20,78923.9,2,east,basic,paid,41,16,57,355,tablet,masters,1
54,41634.72,19,north,basic,organic,53,14,88,293,mobile,masters,1
